Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,State,longitude,latitude,discharge_amnt_total
Hybrid Fibre Coaxial (HFC),2/04/2020,3SPL-A1039,In Service,Victoria,145.163433,-37.931401,1
Hybrid Fibre Coaxial (HFC),12/05/2020,3SPL-A1043,In Service,Victoria,145.162353,-37.931723,1
Hybrid Fibre Coaxial (HFC),15/04/2020,3SPL-A1046,In Service,Victoria,145.159249,-37.955213,1
Hybrid Fibre Coaxial (HFC),28/04/2020,3SPL-A1048,In Service,Victoria,145.147949,-37.936826,1
Hybrid Fibre Coaxial (HFC),3/06/2020,3SPL-A1050,In Service,Victoria,145.156231,-37.937525,1
Hybrid Fibre Coaxial (HFC),27/04/2020,3SPL-A1053,In Service,Victoria,145.156407,-37.926621,1
Hybrid Fibre Coaxial (HFC),7/05/2020,3SPL-A1057,In Service,Victoria,145.159126,-37.949289,1
Hybrid Fibre Coaxial (HFC),12/05/2020,3SPL-A1058,In Service,Victoria,145.130606,-37.939092,1
Hybrid Fibre Coaxial (HFC),8/04/2020,3SPL-A1062,In Service,Victoria,145.14687,-37.942172,1
Hybrid Fibre Coaxial (HFC),11/06/2020,3SPL-A1068,In Service,Victoria,145.135007,-37.93871,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1073,Proposed,Victoria,145.150141,-37.935598,1
Hybrid Fibre Coaxial (HFC),4/06/2020,3SPL-A1074,In Service,Victoria,145.159957,-37.948972,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1075,Proposed,Victoria,145.150125,-37.934763,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1079,Proposed,Victoria,145.146157,-37.954365,1
Hybrid Fibre Coaxial (HFC),16/06/2020,3SPL-A1080,In Service,Victoria,145.15746,-37.955359,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1081,Proposed,Victoria,145.153054,-37.943441,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1082,Proposed,Victoria,145.154226,-37.95316,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1085,Proposed,Victoria,145.155937,-37.928167,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1086,Proposed,Victoria,145.146319,-37.945107,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1088,Proposed,Victoria,145.165696,-37.927738,1
Hybrid Fibre Coaxial (HFC),//,3SPL-A1090,Proposed,Victoria,145.155119,-37.954677,1
Hybrid Fibre Coaxial (HFC),5/10/2018,3WHL-A0034,In Service,Victoria,145.16292,-37.920821,1
Hybrid Fibre Coaxial (HFC),12/06/2019,3WHL-A0148,In Service,Victoria,145.165054,-37.920021,1
Hybrid Fibre Coaxial (HFC),2/07/2019,3WHL-A0234,In Service,Victoria,145.16237,-37.92567,1
Hybrid Fibre Coaxial (HFC),27/02/2019,3WHL-A0235,In Service,Victoria,145.15902,-37.925044,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3WHL-A0236,In Service,Victoria,145.159296,-37.92458,1
Hybrid Fibre Coaxial (HFC),15/04/2020,3WHL-A0378,In Service,Victoria,145.159981,-37.917588,1
Hybrid Fibre Coaxial (HFC),10/09/2019,3ELT-A0162,In Service,Victoria,145.157329,-37.730563,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0013,In Service,Victoria,145.152252,-37.71399,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0017,In Service,Victoria,145.133386,-37.71647,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0030,In Service,Victoria,145.13881,-37.696209,1
Hybrid Fibre Coaxial (HFC),19/10/2018,3ELT-A0031,In Service,Victoria,145.136504,-37.727273,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0033,In Service,Victoria,145.152923,-37.701396,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0035,In Service,Victoria,145.139532,-37.705906,1
Hybrid Fibre Coaxial (HFC),19/10/2018,3ELT-A0041,In Service,Victoria,145.136832,-37.73425,1
Hybrid Fibre Coaxial (HFC),19/10/2018,3ELT-A0043,In Service,Victoria,145.159533,-37.719472,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0053,In Service,Victoria,145.139586,-37.712186,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0055,In Service,Victoria,145.16318,-37.7017,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0056,In Service,Victoria,145.140008,-37.701986,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0057,In Service,Victoria,145.168363,-37.698944,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0060,In Service,Victoria,145.1438,-37.691428,1
Hybrid Fibre Coaxial (HFC),19/10/2018,3ELT-A0061,In Service,Victoria,145.15037,-37.731503,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0064,In Service,Victoria,145.152993,-37.709354,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0068,In Service,Victoria,145.155643,-37.69598,1
Hybrid Fibre Coaxial (HFC),19/10/2018,3ELT-A0069,In Service,Victoria,145.149576,-37.720073,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3ELT-A0070,In Service,Victoria,145.164422,-37.710858,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0071,In Service,Victoria,145.148747,-37.689249,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0079,Proposed,Victoria,145.171317,-37.714304,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3ELT-A0090,In Service,Victoria,145.145147,-37.722289,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0096,Proposed,Victoria,145.171594,-37.713354,1
Hybrid Fibre Coaxial (HFC),29/04/2020,3ELT-A0107,In Service,Victoria,145.136518,-37.716385,1
Hybrid Fibre Coaxial (HFC),25/10/2019,3ELT-A0111,In Service,Victoria,145.148981,-37.722761,1
Hybrid Fibre Coaxial (HFC),23/10/2019,3ELT-A0115,In Service,Victoria,145.141633,-37.697698,1
Hybrid Fibre Coaxial (HFC),6/12/2019,3ELT-A0122,In Service,Victoria,145.142899,-37.712379,1
Hybrid Fibre Coaxial (HFC),17/05/2019,3ELT-A0126,In Service,Victoria,145.146907,-37.700936,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0129,Proposed,Victoria,145.142728,-37.713897,1
Hybrid Fibre Coaxial (HFC),25/10/2019,3ELT-A0130,In Service,Victoria,145.128626,-37.718525,1
Hybrid Fibre Coaxial (HFC),28/11/2019,3ELT-A0140,In Service,Victoria,145.155534,-37.722843,1
Hybrid Fibre Coaxial (HFC),28/11/2019,3ELT-A0141,In Service,Victoria,145.155166,-37.722802,1
Hybrid Fibre Coaxial (HFC),30/10/2019,3ELT-A0143,In Service,Victoria,145.14339,-37.696731,1
Hybrid Fibre Coaxial (HFC),2/03/2020,3ELT-A0144,In Service,Victoria,145.136617,-37.724369,1
Hybrid Fibre Coaxial (HFC),8/11/2019,3ELT-A0145,In Service,Victoria,145.136352,-37.696219,1
Hybrid Fibre Coaxial (HFC),30/10/2019,3ELT-A0146,In Service,Victoria,145.136577,-37.697457,1
Hybrid Fibre Coaxial (HFC),24/10/2019,3ELT-A0147,In Service,Victoria,145.168798,-37.701829,1
Hybrid Fibre Coaxial (HFC),1/11/2019,3ELT-A0148,In Service,Victoria,145.148157,-37.691545,1
Hybrid Fibre Coaxial (HFC),13/11/2019,3ELT-A0149,In Service,Victoria,145.155012,-37.723612,1
Hybrid Fibre Coaxial (HFC),18/12/2019,3ELT-A0150,In Service,Victoria,145.149345,-37.701819,1
Hybrid Fibre Coaxial (HFC),22/08/2019,3ELT-A0154,In Service,Victoria,145.125284,-37.724658,1
Hybrid Fibre Coaxial (HFC),17/05/2019,3ELT-A0155,In Service,Victoria,145.132479,-37.726575,1
Hybrid Fibre Coaxial (HFC),21/03/2019,3ELT-A0157,In Service,Victoria,145.13617,-37.731012,1
Hybrid Fibre Coaxial (HFC),18/06/2019,3ELT-A0159,In Service,Victoria,145.137445,-37.72607,1
Hybrid Fibre Coaxial (HFC),26/06/2019,3ELT-A0160,In Service,Victoria,145.137088,-37.729253,1
Hybrid Fibre Coaxial (HFC),22/07/2019,3ELT-A0161,In Service,Victoria,145.129552,-37.7295,1
Hybrid Fibre Coaxial (HFC),31/01/2018,3ELT-A0164,In Service,Victoria,145.15912,-37.696909,1
Hybrid Fibre Coaxial (HFC),16/03/2018,3ELT-A0165,In Service,Victoria,145.147302,-37.722554,1
Hybrid Fibre Coaxial (HFC),1/06/2018,3ELT-A0166,In Service,Victoria,145.15381,-37.705647,1
Hybrid Fibre Coaxial (HFC),12/06/2019,3ELT-A0168,In Service,Victoria,145.167104,-37.693956,1
Hybrid Fibre Coaxial (HFC),29/07/2019,3ELT-A0169,In Service,Victoria,145.167676,-37.69755,1
Hybrid Fibre Coaxial (HFC),7/06/2018,3ELT-A0170,In Service,Victoria,145.167473,-37.698799,1
Hybrid Fibre Coaxial (HFC),18/05/2018,3ELT-A0171,In Service,Victoria,145.157747,-37.700773,1
Hybrid Fibre Coaxial (HFC),18/04/2019,3ELT-A0172,In Service,Victoria,145.148931,-37.701563,1
Hybrid Fibre Coaxial (HFC),13/05/2019,3ELT-A0173,In Service,Victoria,145.13767,-37.701374,1
Hybrid Fibre Coaxial (HFC),19/09/2019,3ELT-A0174,In Service,Victoria,145.142165,-37.701748,1
Hybrid Fibre Coaxial (HFC),22/08/2019,3ELT-A0175,In Service,Victoria,145.14783,-37.704683,1
Hybrid Fibre Coaxial (HFC),11/10/2018,3ELT-A0178,In Service,Victoria,145.134173,-37.70664,1
Hybrid Fibre Coaxial (HFC),11/05/2018,3ELT-A0181,In Service,Victoria,145.152052,-37.706287,1
Hybrid Fibre Coaxial (HFC),25/09/2019,3ELT-A0182,In Service,Victoria,145.154636,-37.723999,1
Hybrid Fibre Coaxial (HFC),27/05/2019,3ELT-A0183,In Service,Victoria,145.154627,-37.707959,1
Hybrid Fibre Coaxial (HFC),19/09/2019,3ELT-A0184,In Service,Victoria,145.156231,-37.710205,1
Hybrid Fibre Coaxial (HFC),15/05/2019,3ELT-A0185,In Service,Victoria,145.156407,-37.710379,1
Hybrid Fibre Coaxial (HFC),9/10/2019,3ELT-A0186,In Service,Victoria,145.139107,-37.707862,1
Hybrid Fibre Coaxial (HFC),9/04/2019,3ELT-A0187,In Service,Victoria,145.14109,-37.709903,1
Hybrid Fibre Coaxial (HFC),31/05/2019,3ELT-A0188,In Service,Victoria,145.144139,-37.711997,1
Hybrid Fibre Coaxial (HFC),1/08/2019,3ELT-A0189,In Service,Victoria,145.138967,-37.715772,1
Hybrid Fibre Coaxial (HFC),1/06/2018,3ELT-A0190,In Service,Victoria,145.149916,-37.716061,1
Hybrid Fibre Coaxial (HFC),27/06/2019,3ELT-A0191,In Service,Victoria,145.136471,-37.712907,1
Hybrid Fibre Coaxial (HFC),30/05/2019,3ELT-A0192,In Service,Victoria,145.135,-37.715616,1
Hybrid Fibre Coaxial (HFC),9/11/2018,3ELT-A0193,In Service,Victoria,145.1331,-37.716148,1
Hybrid Fibre Coaxial (HFC),1/05/2019,3ELT-A0194,In Service,Victoria,145.130864,-37.717407,1
Hybrid Fibre Coaxial (HFC),18/04/2018,3ELT-A0195,In Service,Victoria,145.135787,-37.718437,1
Hybrid Fibre Coaxial (HFC),4/03/2019,3ELT-A0196,In Service,Victoria,145.148354,-37.719958,1
Hybrid Fibre Coaxial (HFC),6/08/2019,3ELT-A0197,In Service,Victoria,145.125937,-37.721625,1
Hybrid Fibre Coaxial (HFC),28/11/2019,3ELT-A0198,In Service,Victoria,145.15368,-37.716037,1
Hybrid Fibre Coaxial (HFC),29/10/2019,3ELT-A0199,In Service,Victoria,145.152763,-37.708665,1
Hybrid Fibre Coaxial (HFC),11/03/2020,3ELT-A0200,In Service,Victoria,145.128489,-37.728846,1
Hybrid Fibre Coaxial (HFC),11/03/2020,3ELT-A0201,In Service,Victoria,145.128634,-37.728859,1
Hybrid Fibre Coaxial (HFC),31/03/2017,3ELT-A0203,Under Construction,Victoria,145.129405,-37.725694,1
Hybrid Fibre Coaxial (HFC),31/03/2017,3ELT-A0205,Under Construction,Victoria,145.141742,-37.734353,1
Hybrid Fibre Coaxial (HFC),4/02/2020,3ELT-A0206,In Service,Victoria,145.125617,-37.726761,1
Hybrid Fibre Coaxial (HFC),2/10/2019,3ELT-A0208,In Service,Victoria,145.128928,-37.713846,1
Hybrid Fibre Coaxial (HFC),12/12/2019,3ELT-A0211,In Service,Victoria,145.12853,-37.726646,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0212,Under Construction,Victoria,145.144467,-37.720363,1
Hybrid Fibre Coaxial (HFC),21/02/2020,3ELT-A0214,In Service,Victoria,145.13548,-37.725658,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0217,Under Construction,Victoria,145.135413,-37.698327,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0218,Under Construction,Victoria,145.143662,-37.721876,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0220,Under Construction,Victoria,145.137578,-37.717089,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0224,Under Construction,Victoria,145.144852,-37.710433,1
Hybrid Fibre Coaxial (HFC),14/07/2017,3ELT-A0227,Under Construction,Victoria,145.142162,-37.723586,1
Hybrid Fibre Coaxial (HFC),8/04/2020,3ELT-A0229,In Service,Victoria,145.128602,-37.723191,1
Hybrid Fibre Coaxial (HFC),25/07/2018,3ELT-A0230,Proposed,Victoria,145.143294,-37.687781,1
Hybrid Fibre Coaxial (HFC),19/03/2020,3ELT-A0231,In Service,Victoria,145.150515,-37.720803,1
Hybrid Fibre Coaxial (HFC),28/04/2017,3ELT-A0233,Under Construction,Victoria,145.150394,-37.696057,1
Hybrid Fibre Coaxial (HFC),28/04/2017,3ELT-A0234,Under Construction,Victoria,145.150851,-37.699706,1
Hybrid Fibre Coaxial (HFC),28/04/2017,3ELT-A0236,Under Construction,Victoria,145.146456,-37.713347,1
Hybrid Fibre Coaxial (HFC),28/04/2017,3ELT-A0237,Under Construction,Victoria,145.148315,-37.71594,1
Hybrid Fibre Coaxial (HFC),20/04/2020,3ELT-A0239,In Service,Victoria,145.15846,-37.715742,1
Hybrid Fibre Coaxial (HFC),26/02/2020,3ELT-A0240,In Service,Victoria,145.133732,-37.730021,1
Hybrid Fibre Coaxial (HFC),28/04/2020,3ELT-A0241,In Service,Victoria,145.164158,-37.697802,1
Hybrid Fibre Coaxial (HFC),2/04/2020,3ELT-A0242,In Service,Victoria,145.152631,-37.71743,1
Hybrid Fibre Coaxial (HFC),12/06/2020,3ELT-A0243,In Service,Victoria,145.148537,-37.698826,1
Hybrid Fibre Coaxial (HFC),19/03/2020,3ELT-A0244,In Service,Victoria,145.147088,-37.700912,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0248,Proposed,Victoria,145.146594,-37.719491,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0250,Proposed,Victoria,145.147035,-37.701533,1
Hybrid Fibre Coaxial (HFC),12/06/2020,3ELT-A0252,In Service,Victoria,145.135905,-37.725012,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0256,Proposed,Victoria,145.16062,-37.70142,1
Hybrid Fibre Coaxial (HFC),//,3ELT-A0257,Proposed,Victoria,145.136531,-37.708465,1
Hybrid Fibre Coaxial (HFC),13/03/2020,3GBR-A0070,In Service,Victoria,145.136431,-37.688801,1
Hybrid Fibre Coaxial (HFC),13/03/2020,3GBR-A0072,In Service,Victoria,145.126842,-37.695374,1
Hybrid Fibre Coaxial (HFC),13/03/2020,3GBR-A0087,In Service,Victoria,145.132009,-37.693647,1
Hybrid Fibre Coaxial (HFC),28/05/2019,3GBR-A0306,In Service,Victoria,145.125299,-37.717719,1
Hybrid Fibre Coaxial (HFC),20/09/2019,3GBR-A0307,In Service,Victoria,145.129205,-37.682138,1
Hybrid Fibre Coaxial (HFC),2/10/2019,3GBR-A0324,In Service,Victoria,145.128866,-37.713783,1
Hybrid Fibre Coaxial (HFC),30/09/2019,3GBR-A0325,In Service,Victoria,145.125253,-37.716022,1
Hybrid Fibre Coaxial (HFC),7/11/2019,3GBR-A0330,In Service,Victoria,145.1285,-37.705386,1
Hybrid Fibre Coaxial (HFC),27/02/2020,3GBR-A0332,In Service,Victoria,145.126891,-37.714975,1
Hybrid Fibre Coaxial (HFC),4/05/2020,3GBR-A0343,In Service,Victoria,145.129325,-37.704858,1
Hybrid Fibre Coaxial (HFC),28/02/2020,3GBR-A0351,In Service,Victoria,145.13187,-37.694032,1
Hybrid Fibre Coaxial (HFC),20/05/2020,3GBR-A0362,In Service,Victoria,145.130382,-37.712056,1
Hybrid Fibre Coaxial (HFC),29/05/2020,3GBR-A0363,In Service,Victoria,145.128341,-37.714047,1
Hybrid Fibre Coaxial (HFC),2/08/2019,3CLA-A0799,In Service,Victoria,145.136385,-37.87497,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3TYH-A0004,In Service,Victoria,145.139304,-37.871287,1
Hybrid Fibre Coaxial (HFC),25/01/2019,3TYH-A0024,In Service,Victoria,145.161155,-37.873935,1
Hybrid Fibre Coaxial (HFC),18/04/2019,3TYH-A0030,In Service,Victoria,145.14307,-37.881095,1
Hybrid Fibre Coaxial (HFC),18/04/2019,3TYH-A0036,In Service,Victoria,145.151922,-37.876677,1
Hybrid Fibre Coaxial (HFC),3/09/2019,3TYH-A0210,In Service,Victoria,145.140263,-37.870579,1
Hybrid Fibre Coaxial (HFC),9/12/2019,3TYH-A0249,In Service,Victoria,145.151238,-37.861551,1
Hybrid Fibre Coaxial (HFC),29/11/2019,3TYH-A0279,In Service,Victoria,145.145146,-37.872098,1
Hybrid Fibre Coaxial (HFC),29/10/2019,3TYH-A0282,In Service,Victoria,145.147282,-37.870157,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3TYH-A0301,In Service,Victoria,145.150734,-37.868517,1
Hybrid Fibre Coaxial (HFC),8/11/2019,3TYH-A0302,In Service,Victoria,145.142174,-37.885288,1
Hybrid Fibre Coaxial (HFC),18/11/2019,3TYH-A0303,In Service,Victoria,145.147747,-37.884364,1
Hybrid Fibre Coaxial (HFC),24/10/2019,3TYH-A0310,In Service,Victoria,145.143679,-37.88151,1
Hybrid Fibre Coaxial (HFC),23/01/2020,3TYH-A0312,In Service,Victoria,145.148831,-37.879338,1
Hybrid Fibre Coaxial (HFC),23/10/2019,3TYH-A0313,In Service,Victoria,145.157947,-37.864588,1
Hybrid Fibre Coaxial (HFC),30/10/2019,3TYH-A0315,In Service,Victoria,145.138257,-37.86879,1
Hybrid Fibre Coaxial (HFC),24/10/2019,3TYH-A0318,In Service,Victoria,145.143919,-37.881536,1
Hybrid Fibre Coaxial (HFC),14/11/2019,3TYH-A0322,In Service,Victoria,145.153743,-37.85595,1
Hybrid Fibre Coaxial (HFC),5/12/2019,3TYH-A0323,In Service,Victoria,145.148598,-37.863095,1
Hybrid Fibre Coaxial (HFC),12/11/2019,3TYH-A0329,In Service,Victoria,145.141062,-37.882889,1
Hybrid Fibre Coaxial (HFC),6/02/2020,3TYH-A0330,In Service,Victoria,145.138098,-37.881254,1
Hybrid Fibre Coaxial (HFC),25/10/2019,3TYH-A0332,In Service,Victoria,145.155703,-37.857919,1
Hybrid Fibre Coaxial (HFC),5/12/2019,3TYH-A0333,In Service,Victoria,145.141484,-37.870323,1
Hybrid Fibre Coaxial (HFC),31/07/2019,3TYH-A0335,In Service,Victoria,145.13772,-37.886204,1
Hybrid Fibre Coaxial (HFC),27/08/2019,3TYH-A0336,In Service,Victoria,145.140014,-37.881439,1
Hybrid Fibre Coaxial (HFC),7/01/2019,3TYH-A0337,In Service,Victoria,145.148987,-37.885324,1
Hybrid Fibre Coaxial (HFC),9/01/2019,3TYH-A0338,In Service,Victoria,145.144406,-37.886092,1
Hybrid Fibre Coaxial (HFC),9/01/2019,3TYH-A0339,In Service,Victoria,145.146538,-37.886216,1
Hybrid Fibre Coaxial (HFC),28/08/2019,3TYH-A0340,In Service,Victoria,145.137788,-37.885523,1
Hybrid Fibre Coaxial (HFC),18/06/2019,3TYH-A0343,In Service,Victoria,145.147162,-37.880606,1
Hybrid Fibre Coaxial (HFC),9/05/2019,3TYH-A0349,In Service,Victoria,145.139599,-37.880742,1
Hybrid Fibre Coaxial (HFC),29/10/2018,3TYH-A0350,In Service,Victoria,145.144354,-37.878954,1
Hybrid Fibre Coaxial (HFC),19/03/2019,3TYH-A0351,In Service,Victoria,145.140444,-37.879046,1
Hybrid Fibre Coaxial (HFC),23/08/2018,3TYH-A0353,In Service,Victoria,145.15068,-37.875369,1
Hybrid Fibre Coaxial (HFC),31/10/2018,3TYH-A0354,In Service,Victoria,145.151509,-37.87982,1
Hybrid Fibre Coaxial (HFC),19/08/2019,3TYH-A0355,In Service,Victoria,145.150332,-37.881862,1
Hybrid Fibre Coaxial (HFC),19/03/2019,3TYH-A0359,In Service,Victoria,145.136294,-37.860215,1
Hybrid Fibre Coaxial (HFC),15/02/2019,3TYH-A0362,In Service,Victoria,145.143018,-37.876436,1
Hybrid Fibre Coaxial (HFC),14/12/2018,3TYH-A0363,In Service,Victoria,145.142224,-37.877811,1
Hybrid Fibre Coaxial (HFC),8/08/2019,3TYH-A0364,In Service,Victoria,145.147831,-37.87789,1
Hybrid Fibre Coaxial (HFC),19/08/2019,3TYH-A0365,In Service,Victoria,145.146186,-37.878083,1
Hybrid Fibre Coaxial (HFC),18/04/2019,3TYH-A0366,In Service,Victoria,145.146305,-37.878629,1
Hybrid Fibre Coaxial (HFC),2/01/2019,3TYH-A0370,In Service,Victoria,145.152956,-37.8553,1
Hybrid Fibre Coaxial (HFC),21/05/2018,3TYH-A0371,In Service,Victoria,145.148949,-37.8568,1
Hybrid Fibre Coaxial (HFC),27/02/2019,3TYH-A0377,In Service,Victoria,145.143791,-37.853996,1
Hybrid Fibre Coaxial (HFC),23/05/2019,3TYH-A0378,In Service,Victoria,145.138282,-37.85905,1
Hybrid Fibre Coaxial (HFC),1/02/2018,3TYH-A0379,In Service,Victoria,145.143816,-37.853852,1
Hybrid Fibre Coaxial (HFC),9/01/2019,3TYH-A0380,In Service,Victoria,145.147752,-37.85333,1
Hybrid Fibre Coaxial (HFC),8/03/2019,3TYH-A0385,In Service,Victoria,145.138841,-37.858651,1
Hybrid Fibre Coaxial (HFC),26/03/2019,3TYH-A0386,In Service,Victoria,145.13888,-37.859086,1
Hybrid Fibre Coaxial (HFC),1/05/2019,3TYH-A0403,In Service,Victoria,145.149737,-37.87426,1
Hybrid Fibre Coaxial (HFC),16/08/2019,3TYH-A0404,In Service,Victoria,145.150313,-37.873722,1
Hybrid Fibre Coaxial (HFC),8/07/2019,3TYH-A0416,In Service,Victoria,145.150192,-37.870022,1
Hybrid Fibre Coaxial (HFC),26/07/2019,3TYH-A0417,In Service,Victoria,145.147786,-37.870979,1
Hybrid Fibre Coaxial (HFC),14/12/2018,3TYH-A0441,In Service,Victoria,145.146786,-37.87299,1
Hybrid Fibre Coaxial (HFC),12/08/2019,3TYH-A0442,In Service,Victoria,145.159684,-37.872069,1
Hybrid Fibre Coaxial (HFC),7/02/2018,3TYH-A0448,In Service,Victoria,145.160285,-37.871613,1
Hybrid Fibre Coaxial (HFC),26/06/2019,3TYH-A0451,In Service,Victoria,145.158334,-37.874244,1
Hybrid Fibre Coaxial (HFC),8/08/2019,3TYH-A0452,In Service,Victoria,145.157445,-37.875418,1
Hybrid Fibre Coaxial (HFC),21/10/2019,3TYH-A0453,In Service,Victoria,145.158031,-37.877861,1
Hybrid Fibre Coaxial (HFC),29/05/2019,3TYH-A0460,In Service,Victoria,145.136365,-37.870126,1
Hybrid Fibre Coaxial (HFC),22/10/2018,3TYH-A0463,In Service,Victoria,145.144789,-37.869371,1
Hybrid Fibre Coaxial (HFC),12/11/2018,3TYH-A0464,In Service,Victoria,145.138105,-37.869592,1
Hybrid Fibre Coaxial (HFC),3/10/2018,3TYH-A0465,In Service,Victoria,145.131882,-37.869646,1
Hybrid Fibre Coaxial (HFC),17/06/2019,3TYH-A0466,In Service,Victoria,145.131834,-37.870026,1
Hybrid Fibre Coaxial (HFC),15/08/2019,3TYH-A0468,In Service,Victoria,145.147149,-37.875251,1
Hybrid Fibre Coaxial (HFC),9/04/2019,3TYH-A0469,In Service,Victoria,145.142089,-37.870797,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3TYH-A0470,In Service,Victoria,145.141774,-37.87227,1
Hybrid Fibre Coaxial (HFC),27/08/2019,3TYH-A0471,In Service,Victoria,145.140511,-37.873409,1
Hybrid Fibre Coaxial (HFC),22/10/2018,3TYH-A0472,In Service,Victoria,145.145312,-37.873543,1
Hybrid Fibre Coaxial (HFC),4/06/2019,3TYH-A0473,In Service,Victoria,145.140282,-37.873863,1
Hybrid Fibre Coaxial (HFC),26/02/2019,3TYH-A0474,In Service,Victoria,145.140395,-37.874035,1
Hybrid Fibre Coaxial (HFC),27/08/2019,3TYH-A0475,In Service,Victoria,145.139846,-37.874606,1
Hybrid Fibre Coaxial (HFC),4/12/2019,3TYH-A0478,In Service,Victoria,145.143198,-37.882128,1
Hybrid Fibre Coaxial (HFC),20/11/2019,3TYH-A0482,In Service,Victoria,145.145929,-37.874723,1
Hybrid Fibre Coaxial (HFC),8/08/2019,3TYH-A0486,In Service,Victoria,145.157206,-37.87539,1
Hybrid Fibre Coaxial (HFC),23/01/2020,3TYH-A0487,In Service,Victoria,145.148874,-37.879137,1
Hybrid Fibre Coaxial (HFC),30/01/2020,3TYH-A0497,In Service,Victoria,145.139864,-37.870521,1
Hybrid Fibre Coaxial (HFC),12/09/2019,3TYH-A0499,In Service,Victoria,145.142675,-37.878654,1
Hybrid Fibre Coaxial (HFC),12/02/2020,3TYH-A0504,In Service,Victoria,145.154638,-37.872647,1
Hybrid Fibre Coaxial (HFC),12/02/2020,3TYH-A0506,In Service,Victoria,145.142291,-37.877102,1
Hybrid Fibre Coaxial (HFC),12/02/2020,3TYH-A0507,In Service,Victoria,145.137516,-37.886146,1
Hybrid Fibre Coaxial (HFC),20/02/2020,3TYH-A0511,In Service,Victoria,145.151755,-37.878542,1
Hybrid Fibre Coaxial (HFC),21/02/2020,3TYH-A0513,In Service,Victoria,145.141514,-37.877259,1
Hybrid Fibre Coaxial (HFC),21/02/2020,3TYH-A0514,In Service,Victoria,145.157407,-37.87561,1
Hybrid Fibre Coaxial (HFC),21/02/2020,3TYH-A0515,In Service,Victoria,145.157168,-37.875581,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0524,Proposed,Victoria,145.150584,-37.881919,1
Hybrid Fibre Coaxial (HFC),23/04/2020,3TYH-A0525,In Service,Victoria,145.151197,-37.881432,1
Hybrid Fibre Coaxial (HFC),17/04/2020,3TYH-A0529,In Service,Victoria,145.144518,-37.885488,1
Hybrid Fibre Coaxial (HFC),20/05/2020,3TYH-A0540,In Service,Victoria,145.141939,-37.880549,1
Hybrid Fibre Coaxial (HFC),9/04/2020,3TYH-A0541,In Service,Victoria,145.157103,-37.877149,1
Hybrid Fibre Coaxial (HFC),1/06/2020,3TYH-A0556,In Service,Victoria,145.137503,-37.882208,1
Hybrid Fibre Coaxial (HFC),11/05/2020,3TYH-A0561,In Service,Victoria,145.14094,-37.871587,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0574,Proposed,Victoria,145.145305,-37.882242,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0582,Proposed,Victoria,145.151546,-37.876139,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0584,Proposed,Victoria,145.143496,-37.877245,1
