Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,State,longitude,latitude,discharge_amnt_total
Hybrid Fibre Coaxial (HFC),27/02/2020,2ING-A0758,In Service,New South Wales,150.867923,-34.001501,1
Hybrid Fibre Coaxial (HFC),3/03/2020,2ING-A0761,In Service,New South Wales,150.898941,-33.999437,1
Hybrid Fibre Coaxial (HFC),2/04/2020,2ING-A0763,In Service,New South Wales,150.870732,-34.000563,1
Hybrid Fibre Coaxial (HFC),10/03/2020,2ING-A0764,In Service,New South Wales,150.888494,-33.996805,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2ING-A0768,In Service,New South Wales,150.868132,-34.001739,1
Hybrid Fibre Coaxial (HFC),3/04/2020,2ING-A0769,In Service,New South Wales,150.86954,-34.012745,1
Hybrid Fibre Coaxial (HFC),23/04/2020,2ING-A0771,In Service,New South Wales,150.898423,-33.980428,1
Hybrid Fibre Coaxial (HFC),//,2ING-A0784,Proposed,New South Wales,150.822811,-34.013509,1
Hybrid Fibre Coaxial (HFC),//,2ING-A0795,Proposed,New South Wales,150.882537,-33.993107,1
Hybrid Fibre Coaxial (HFC),//,2ING-A0796,Proposed,New South Wales,150.882736,-33.993256,1
Hybrid Fibre Coaxial (HFC),22/06/2018,2LIV-A0048,In Service,New South Wales,150.896541,-33.945148,1
Hybrid Fibre Coaxial (HFC),22/06/2018,2LIV-A0219,In Service,New South Wales,150.897552,-33.950079,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2LIV-A0430,In Service,New South Wales,150.894733,-33.954993,1
Hybrid Fibre Coaxial (HFC),//,2LIV-A1779,Proposed,New South Wales,150.888898,-33.946375,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2LIV-A1808,In Service,New South Wales,150.899178,-33.9414,1
Hybrid Fibre Coaxial (HFC),2/06/2020,2LIV-A2038,In Service,New South Wales,150.890006,-33.95135,1
Hybrid Fibre Coaxial (HFC),25/01/2019,2MIL-A0002,In Service,New South Wales,150.898643,-33.928435,1
Hybrid Fibre Coaxial (HFC),25/01/2019,2MIL-A0267,In Service,New South Wales,150.896864,-33.933841,1
Hybrid Fibre Coaxial (HFC),25/01/2019,2MIL-A0416,In Service,New South Wales,150.890117,-33.926063,1
Hybrid Fibre Coaxial (HFC),10/08/2018,2MIL-A0519,In Service,New South Wales,150.886669,-33.948292,1
Hybrid Fibre Coaxial (HFC),10/08/2018,2MIL-A0553,In Service,New South Wales,150.876836,-33.922064,1
Hybrid Fibre Coaxial (HFC),14/09/2018,2MIL-A0707,In Service,New South Wales,150.866362,-33.920788,1
Hybrid Fibre Coaxial (HFC),//,2MIL-A0732,Proposed,New South Wales,150.897193,-33.936535,1
Hybrid Fibre Coaxial (HFC),24/04/2019,2MIL-A0852,In Service,New South Wales,150.890441,-33.940887,1
Hybrid Fibre Coaxial (HFC),25/01/2019,2MIL-A0897,In Service,New South Wales,150.892802,-33.938295,1
Hybrid Fibre Coaxial (HFC),6/01/2020,2MIL-A0921,In Service,New South Wales,150.895361,-33.93001,1
Hybrid Fibre Coaxial (HFC),28/10/2019,2MIL-A0925,In Service,New South Wales,150.894924,-33.93568,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2MIL-A0955,In Service,New South Wales,150.894446,-33.933663,1
Hybrid Fibre Coaxial (HFC),11/01/2019,2MIL-A0969,In Service,New South Wales,150.893577,-33.923421,1
Hybrid Fibre Coaxial (HFC),11/05/2018,2MIL-A0970,In Service,New South Wales,150.896309,-33.924342,1
Hybrid Fibre Coaxial (HFC),5/07/2018,2MIL-A0971,In Service,New South Wales,150.884592,-33.924707,1
Hybrid Fibre Coaxial (HFC),16/05/2019,2MIL-A0972,In Service,New South Wales,150.855159,-33.925029,1
Hybrid Fibre Coaxial (HFC),29/07/2019,2MIL-A0973,In Service,New South Wales,150.851847,-33.925888,1
Hybrid Fibre Coaxial (HFC),19/06/2019,2MIL-A0974,In Service,New South Wales,150.852917,-33.927558,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2MIL-A0978,In Service,New South Wales,150.896393,-33.924688,1
Hybrid Fibre Coaxial (HFC),26/06/2018,2MIL-A0997,In Service,New South Wales,150.898228,-33.927747,1
Hybrid Fibre Coaxial (HFC),11/06/2019,2MIL-A1001,In Service,New South Wales,150.887833,-33.947262,1
Hybrid Fibre Coaxial (HFC),2/05/2018,2MIL-A1018,In Service,New South Wales,150.896684,-33.929177,1
Hybrid Fibre Coaxial (HFC),23/01/2018,2MIL-A1019,In Service,New South Wales,150.892745,-33.935054,1
Hybrid Fibre Coaxial (HFC),24/05/2019,2MIL-A1020,In Service,New South Wales,150.900534,-33.929729,1
Hybrid Fibre Coaxial (HFC),1/04/2019,2MIL-A1021,In Service,New South Wales,150.895095,-33.930769,1
Hybrid Fibre Coaxial (HFC),4/02/2019,2MIL-A1022,In Service,New South Wales,150.898972,-33.931881,1
Hybrid Fibre Coaxial (HFC),6/02/2019,2MIL-A1023,In Service,New South Wales,150.901266,-33.932267,1
Hybrid Fibre Coaxial (HFC),22/07/2019,2MIL-A1025,In Service,New South Wales,150.895184,-33.933218,1
Hybrid Fibre Coaxial (HFC),10/10/2019,2MIL-A1026,In Service,New South Wales,150.898889,-33.936346,1
Hybrid Fibre Coaxial (HFC),15/11/2019,2MIL-A1027,In Service,New South Wales,150.900501,-33.933824,1
Hybrid Fibre Coaxial (HFC),30/01/2020,2MIL-A1038,In Service,New South Wales,150.89118,-33.937597,1
Hybrid Fibre Coaxial (HFC),11/11/2019,2MIL-A1042,In Service,New South Wales,150.893561,-33.93778,1
Hybrid Fibre Coaxial (HFC),25/11/2019,2MIL-A1048,In Service,New South Wales,150.851669,-33.926282,1
Hybrid Fibre Coaxial (HFC),18/02/2020,2MIL-A1131,In Service,New South Wales,150.901549,-33.928759,1
Hybrid Fibre Coaxial (HFC),20/01/2020,2MIL-A1135,In Service,New South Wales,150.8577,-33.929407,1
Hybrid Fibre Coaxial (HFC),19/02/2020,2MIL-A1146,In Service,New South Wales,150.898822,-33.93212,1
Hybrid Fibre Coaxial (HFC),3/03/2020,2MIL-A1156,In Service,New South Wales,150.896345,-33.930028,1
Hybrid Fibre Coaxial (HFC),28/02/2020,2MIL-A1162,In Service,New South Wales,150.898631,-33.931099,1
Hybrid Fibre Coaxial (HFC),11/03/2020,2MIL-A1163,In Service,New South Wales,150.892053,-33.944749,1
Hybrid Fibre Coaxial (HFC),19/03/2020,2MIL-A1166,In Service,New South Wales,150.893661,-33.923371,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2MIL-A1167,In Service,New South Wales,150.896578,-33.937411,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2MIL-A1173,In Service,New South Wales,150.901652,-33.931719,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2MIL-A1174,In Service,New South Wales,150.85153,-33.925821,1
Hybrid Fibre Coaxial (HFC),22/04/2020,2MIL-A1180,In Service,New South Wales,150.878297,-33.919767,1
Hybrid Fibre Coaxial (HFC),2/06/2020,2MIL-A1194,In Service,New South Wales,150.868936,-33.919794,1
Hybrid Fibre Coaxial (HFC),2/06/2020,2MIL-A1195,In Service,New South Wales,150.892759,-33.918754,1
Hybrid Fibre Coaxial (HFC),//,2MIL-A1207,Proposed,New South Wales,150.895112,-33.9395,1
Hybrid Fibre Coaxial (HFC),//,2MIL-A1211,Proposed,New South Wales,150.898216,-33.933576,1
Hybrid Fibre Coaxial (HFC),12/12/2013,2BLK-A0155,Under Construction,New South Wales,150.887528,-33.771675,1
Hybrid Fibre Coaxial (HFC),3/05/2019,2BLK-A0225,In Service,New South Wales,150.873168,-33.76675,1
Hybrid Fibre Coaxial (HFC),3/05/2019,2BLK-A0307,In Service,New South Wales,150.866661,-33.779983,1
Hybrid Fibre Coaxial (HFC),28/02/2019,2PEN-A0019,In Service,New South Wales,150.929979,-33.796493,1
Hybrid Fibre Coaxial (HFC),28/02/2019,2PEN-A0027,In Service,New South Wales,150.934395,-33.788846,1
Hybrid Fibre Coaxial (HFC),28/02/2019,2PEN-A0075,In Service,New South Wales,150.936027,-33.809344,1
Hybrid Fibre Coaxial (HFC),18/01/2019,2PEN-A0118,In Service,New South Wales,150.936464,-33.823503,1
Hybrid Fibre Coaxial (HFC),28/02/2019,2PEN-A0127,In Service,New South Wales,150.926742,-33.801993,1
Hybrid Fibre Coaxial (HFC),31/05/2019,2PEN-A0128,In Service,New South Wales,150.937441,-33.795675,1
Hybrid Fibre Coaxial (HFC),25/09/2018,2PEN-A0415,In Service,New South Wales,150.932358,-33.826885,1
Hybrid Fibre Coaxial (HFC),30/10/2019,2PEN-A0461,In Service,New South Wales,150.934668,-33.817263,1
Hybrid Fibre Coaxial (HFC),28/02/2020,2PEN-A0477,In Service,New South Wales,150.935995,-33.812886,1
Hybrid Fibre Coaxial (HFC),12/11/2019,2PEN-A0480,In Service,New South Wales,150.930994,-33.794579,1
Hybrid Fibre Coaxial (HFC),28/10/2019,2PEN-A0485,In Service,New South Wales,150.927361,-33.804032,1
Hybrid Fibre Coaxial (HFC),17/07/2019,2PEN-A0499,In Service,New South Wales,150.93883,-33.822502,1
Hybrid Fibre Coaxial (HFC),8/08/2019,2PEN-A0504,In Service,New South Wales,150.939369,-33.790365,1
Hybrid Fibre Coaxial (HFC),25/06/2019,2PEN-A0509,In Service,New South Wales,150.92987,-33.798322,1
Hybrid Fibre Coaxial (HFC),16/09/2019,2PEN-A0521,In Service,New South Wales,150.935919,-33.808612,1
Hybrid Fibre Coaxial (HFC),25/11/2019,2PEN-A0547,In Service,New South Wales,150.935782,-33.812858,1
Hybrid Fibre Coaxial (HFC),25/09/2018,2PEN-A0560,In Service,New South Wales,150.932559,-33.826904,1
Hybrid Fibre Coaxial (HFC),19/12/2019,2PEN-A0565,In Service,New South Wales,150.939657,-33.81626,1
Hybrid Fibre Coaxial (HFC),12/12/2019,2PEN-A0586,In Service,New South Wales,150.936397,-33.815867,1
Hybrid Fibre Coaxial (HFC),26/04/2019,2QUA-A0007,In Service,New South Wales,150.915733,-33.742435,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0023,In Service,New South Wales,150.893358,-33.71097,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0048,In Service,New South Wales,150.878828,-33.719905,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0051,In Service,New South Wales,150.874264,-33.740574,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0057,In Service,New South Wales,150.901552,-33.740903,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0064,In Service,New South Wales,150.872244,-33.753229,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0085,In Service,New South Wales,150.885362,-33.740037,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0089,In Service,New South Wales,150.881338,-33.75117,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0095,In Service,New South Wales,150.893239,-33.719495,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0097,In Service,New South Wales,150.900774,-33.724854,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0103,In Service,New South Wales,150.892967,-33.728063,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0113,In Service,New South Wales,150.858267,-33.73594,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0120,In Service,New South Wales,150.89017,-33.703633,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0123,In Service,New South Wales,150.90199,-33.71815,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0151,In Service,New South Wales,150.869986,-33.745854,1
Hybrid Fibre Coaxial (HFC),27/09/2018,2QUA-A0183,Under Construction,New South Wales,150.877148,-33.747762,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0185,In Service,New South Wales,150.902973,-33.732697,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0199,In Service,New South Wales,150.889989,-33.709672,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2QUA-A0432,In Service,New South Wales,150.888653,-33.709868,1
Hybrid Fibre Coaxial (HFC),17/08/2018,2QUA-A0462,Under Construction,New South Wales,150.888396,-33.709724,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0491,In Service,New South Wales,150.864524,-33.752198,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0498,In Service,New South Wales,150.888881,-33.755386,1
Hybrid Fibre Coaxial (HFC),8/11/2019,2QUA-A0525,In Service,New South Wales,150.887955,-33.736759,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0526,In Service,New South Wales,150.887873,-33.748166,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0547,In Service,New South Wales,150.897351,-33.746328,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2QUA-A0549,In Service,New South Wales,150.889472,-33.753334,1
Hybrid Fibre Coaxial (HFC),7/11/2019,2QUA-A0573,In Service,New South Wales,150.91705,-33.74128,1
Hybrid Fibre Coaxial (HFC),18/12/2019,2QUA-A0583,In Service,New South Wales,150.868287,-33.748684,1
Hybrid Fibre Coaxial (HFC),6/11/2019,2QUA-A0592,In Service,New South Wales,150.872859,-33.748565,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0600,In Service,New South Wales,150.874504,-33.707136,1
Hybrid Fibre Coaxial (HFC),1/11/2019,2QUA-A0602,In Service,New South Wales,150.905109,-33.723906,1
Hybrid Fibre Coaxial (HFC),30/10/2019,2QUA-A0603,In Service,New South Wales,150.891018,-33.74835,1
Hybrid Fibre Coaxial (HFC),29/08/2019,2QUA-A0604,In Service,New South Wales,150.89819,-33.750595,1
Hybrid Fibre Coaxial (HFC),25/06/2019,2QUA-A0605,In Service,New South Wales,150.888756,-33.752814,1
Hybrid Fibre Coaxial (HFC),1/10/2019,2QUA-A0606,In Service,New South Wales,150.885957,-33.750693,1
Hybrid Fibre Coaxial (HFC),14/05/2019,2QUA-A0607,In Service,New South Wales,150.880098,-33.711484,1
Hybrid Fibre Coaxial (HFC),26/09/2019,2QUA-A0608,In Service,New South Wales,150.880903,-33.711583,1
Hybrid Fibre Coaxial (HFC),13/08/2019,2QUA-A0609,In Service,New South Wales,150.891862,-33.73971,1
Hybrid Fibre Coaxial (HFC),22/07/2019,2QUA-A0610,In Service,New South Wales,150.886451,-33.722773,1
Hybrid Fibre Coaxial (HFC),24/07/2019,2QUA-A0611,In Service,New South Wales,150.880467,-33.712304,1
Hybrid Fibre Coaxial (HFC),1/10/2019,2QUA-A0612,In Service,New South Wales,150.880727,-33.712226,1
Hybrid Fibre Coaxial (HFC),30/09/2019,2QUA-A0613,In Service,New South Wales,150.880003,-33.711966,1
Hybrid Fibre Coaxial (HFC),25/10/2018,2QUA-A0614,In Service,New South Wales,150.880553,-33.711753,1
Hybrid Fibre Coaxial (HFC),17/10/2019,2QUA-A0615,In Service,New South Wales,150.880045,-33.711744,1
Hybrid Fibre Coaxial (HFC),14/05/2019,2QUA-A0616,In Service,New South Wales,150.881105,-33.71168,1
Hybrid Fibre Coaxial (HFC),17/10/2019,2QUA-A0617,In Service,New South Wales,150.899615,-33.745348,1
Hybrid Fibre Coaxial (HFC),4/12/2019,2QUA-A0618,In Service,New South Wales,150.902055,-33.736897,1
Hybrid Fibre Coaxial (HFC),12/11/2019,2QUA-A0619,In Service,New South Wales,150.898332,-33.745361,1
Hybrid Fibre Coaxial (HFC),8/01/2020,2QUA-A0656,In Service,New South Wales,150.880109,-33.711355,1
Hybrid Fibre Coaxial (HFC),12/02/2020,2QUA-A0657,In Service,New South Wales,150.854471,-33.733293,1
Hybrid Fibre Coaxial (HFC),17/01/2020,2QUA-A0658,In Service,New South Wales,150.869964,-33.745262,1
Hybrid Fibre Coaxial (HFC),16/01/2020,2QUA-A0659,In Service,New South Wales,150.886459,-33.728486,1
Hybrid Fibre Coaxial (HFC),13/02/2020,2QUA-A0666,In Service,New South Wales,150.883005,-33.744667,1
Hybrid Fibre Coaxial (HFC),18/02/2020,2QUA-A0667,In Service,New South Wales,150.854349,-33.733386,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2QUA-A0669,In Service,New South Wales,150.873141,-33.714541,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0671,Proposed,New South Wales,150.890031,-33.734896,1
Hybrid Fibre Coaxial (HFC),5/03/2020,2QUA-A0673,In Service,New South Wales,150.874986,-33.74939,1
Hybrid Fibre Coaxial (HFC),22/02/2020,2QUA-A0674,In Service,New South Wales,150.88604,-33.733846,1
Hybrid Fibre Coaxial (HFC),26/02/2020,2QUA-A0676,In Service,New South Wales,150.900249,-33.749522,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2QUA-A0677,In Service,New South Wales,150.89443,-33.71454,1
Hybrid Fibre Coaxial (HFC),17/04/2020,2QUA-A0681,In Service,New South Wales,150.892501,-33.738905,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2QUA-A0684,In Service,New South Wales,150.889816,-33.749541,1
Hybrid Fibre Coaxial (HFC),13/05/2020,2QUA-A0685,In Service,New South Wales,150.882004,-33.735026,1
Hybrid Fibre Coaxial (HFC),15/05/2020,2QUA-A0686,In Service,New South Wales,150.895431,-33.741798,1
Hybrid Fibre Coaxial (HFC),16/06/2020,2QUA-A0687,In Service,New South Wales,150.85626,-33.736453,1
Hybrid Fibre Coaxial (HFC),23/05/2020,2QUA-A0688,In Service,New South Wales,150.870672,-33.750013,1
Hybrid Fibre Coaxial (HFC),3/06/2020,2QUA-A0689,In Service,New South Wales,150.871908,-33.75426,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0690,Proposed,New South Wales,150.910914,-33.71769,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0693,Proposed,New South Wales,150.892016,-33.726798,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0694,Proposed,New South Wales,150.860942,-33.73345,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0695,Proposed,New South Wales,150.89225,-33.742841,1
Hybrid Fibre Coaxial (HFC),12/06/2020,2QUA-A0699,In Service,New South Wales,150.867299,-33.753651,1
Hybrid Fibre Coaxial (HFC),//,2QUA-A0700,Proposed,New South Wales,150.884866,-33.734029,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2ROT-A0080,In Service,New South Wales,150.853364,-33.741463,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2ROT-A0087,In Service,New South Wales,150.839264,-33.739204,1
Hybrid Fibre Coaxial (HFC),20/03/2020,2ROT-A0121,In Service,New South Wales,150.838555,-33.764153,1
Hybrid Fibre Coaxial (HFC),13/12/2019,2ROT-A0157,In Service,New South Wales,150.8468,-33.774899,1
Hybrid Fibre Coaxial (HFC),//,2ROT-A0253,Proposed,New South Wales,150.861685,-33.765872,1
Hybrid Fibre Coaxial (HFC),20/03/2020,2ROT-A0258,In Service,New South Wales,150.831245,-33.765652,1
Hybrid Fibre Coaxial (HFC),25/01/2019,2ROT-A0259,Under Construction,New South Wales,150.831485,-33.765827,1
Hybrid Fibre Coaxial (HFC),7/03/2020,2ROT-A0333,In Service,New South Wales,150.85285,-33.74364,1
Hybrid Fibre Coaxial (HFC),18/02/2020,2ROT-A0353,In Service,New South Wales,150.854373,-33.744918,1
Hybrid Fibre Coaxial (HFC),31/01/2020,2ROT-A0356,In Service,New South Wales,150.836279,-33.740582,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2ROT-A0379,In Service,New South Wales,150.838507,-33.736262,1
Hybrid Fibre Coaxial (HFC),21/12/2018,2SEV-A0002,In Service,New South Wales,150.941724,-33.751041,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0022,In Service,New South Wales,150.935091,-33.766462,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0028,In Service,New South Wales,150.932741,-33.755944,1
Hybrid Fibre Coaxial (HFC),21/12/2018,2SEV-A0041,In Service,New South Wales,150.934117,-33.748554,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0052,In Service,New South Wales,150.943356,-33.762364,1
Hybrid Fibre Coaxial (HFC),21/12/2018,2SEV-A0063,In Service,New South Wales,150.927661,-33.745415,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0064,In Service,New South Wales,150.933912,-33.761507,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0087,In Service,New South Wales,150.939004,-33.761991,1
Hybrid Fibre Coaxial (HFC),7/05/2019,2SEV-A0096,In Service,New South Wales,150.945691,-33.765118,1
Hybrid Fibre Coaxial (HFC),9/01/2020,2SEV-A0111,In Service,New South Wales,150.930195,-33.758804,1
Hybrid Fibre Coaxial (HFC),15/11/2019,2SEV-A0115,In Service,New South Wales,150.937244,-33.760773,1
Hybrid Fibre Coaxial (HFC),4/06/2019,2SEV-A0117,In Service,New South Wales,150.934389,-33.768119,1
Hybrid Fibre Coaxial (HFC),12/09/2019,2SEV-A0119,In Service,New South Wales,150.930928,-33.768485,1
Hybrid Fibre Coaxial (HFC),12/06/2019,2SEV-A0120,In Service,New South Wales,150.923282,-33.740605,1
Hybrid Fibre Coaxial (HFC),7/05/2019,2SEV-A0121,In Service,New South Wales,150.935748,-33.748052,1
Hybrid Fibre Coaxial (HFC),8/05/2019,2SEV-A0123,In Service,New South Wales,150.94347,-33.764498,1
Hybrid Fibre Coaxial (HFC),4/07/2019,2SEV-A0124,In Service,New South Wales,150.935192,-33.763054,1
Hybrid Fibre Coaxial (HFC),18/04/2019,2SEV-A0126,In Service,New South Wales,150.947421,-33.759583,1
Hybrid Fibre Coaxial (HFC),15/05/2019,2SEV-A0130,In Service,New South Wales,150.933065,-33.759493,1
Hybrid Fibre Coaxial (HFC),18/10/2019,2SEV-A0131,In Service,New South Wales,150.929755,-33.757124,1
Hybrid Fibre Coaxial (HFC),27/06/2018,2SEV-A0132,In Service,New South Wales,150.931088,-33.757008,1
Hybrid Fibre Coaxial (HFC),30/09/2019,2SEV-A0136,In Service,New South Wales,150.932372,-33.767526,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2SEV-A0140,In Service,New South Wales,150.935423,-33.755697,1
Hybrid Fibre Coaxial (HFC),29/11/2019,2SEV-A0142,In Service,New South Wales,150.932818,-33.759328,1
Hybrid Fibre Coaxial (HFC),4/12/2019,2SEV-A0143,In Service,New South Wales,150.935602,-33.765667,1
Hybrid Fibre Coaxial (HFC),26/10/2018,2SEV-A0147,In Service,New South Wales,150.939173,-33.762025,1
Hybrid Fibre Coaxial (HFC),18/08/2017,2SEV-A0152,Under Construction,New South Wales,150.937966,-33.770637,1
Hybrid Fibre Coaxial (HFC),//,2SEV-A0155,Proposed,New South Wales,150.945025,-33.766549,1
Hybrid Fibre Coaxial (HFC),29/01/2020,2SEV-A0156,In Service,New South Wales,150.934059,-33.764971,1
Hybrid Fibre Coaxial (HFC),30/01/2020,2SEV-A0158,In Service,New South Wales,150.927942,-33.754563,1
Hybrid Fibre Coaxial (HFC),20/02/2020,2SEV-A0160,In Service,New South Wales,150.931179,-33.764457,1
Hybrid Fibre Coaxial (HFC),3/04/2020,2SEV-A0168,In Service,New South Wales,150.936196,-33.768103,1
Hybrid Fibre Coaxial (HFC),3/04/2020,2SEV-A0169,In Service,New South Wales,150.944882,-33.766617,1
Hybrid Fibre Coaxial (HFC),4/05/2020,2SEV-A0171,In Service,New South Wales,150.94253,-33.76255,1
Hybrid Fibre Coaxial (HFC),23/05/2020,2SEV-A0179,In Service,New South Wales,150.936088,-33.764194,1
Hybrid Fibre Coaxial (HFC),19/06/2020,2SEV-A0180,In Service,New South Wales,150.943785,-33.767487,1
Hybrid Fibre Coaxial (HFC),//,2SEV-A0183,Proposed,New South Wales,150.936218,-33.764987,1
Hybrid Fibre Coaxial (HFC),14/12/2018,2SHA-A0003,In Service,New South Wales,150.838996,-33.732453,1
Hybrid Fibre Coaxial (HFC),14/12/2018,2SHA-A0040,In Service,New South Wales,150.841799,-33.728401,1
Hybrid Fibre Coaxial (HFC),27/07/2018,2SHA-A0043,In Service,New South Wales,150.832107,-33.740595,1
Hybrid Fibre Coaxial (HFC),27/07/2018,2SHA-A0152,In Service,New South Wales,150.832322,-33.73655,1
Hybrid Fibre Coaxial (HFC),12/05/2017,2SHA-A0295,Under Construction,New South Wales,150.83431,-33.73862,1
Hybrid Fibre Coaxial (HFC),6/01/2020,2SHA-A0307,In Service,New South Wales,150.828579,-33.742812,1
Hybrid Fibre Coaxial (HFC),12/07/2019,2SHA-A0338,In Service,New South Wales,150.839831,-33.733632,1
Hybrid Fibre Coaxial (HFC),11/11/2019,2SHA-A0340,In Service,New South Wales,150.831954,-33.735546,1
