Ready_for_Service_Date,Area_ID,Service_Status,Technology_Type,longitude,latitude
20/12/2013,4EME-51-04-GMNF-00-01,In Service,Fixed Wireless,147.687344,-23.412057
20/12/2013,4EME-51-04-GMNF-00-02,In Service,Fixed Wireless,147.740659,-23.405022
20/12/2013,4EME-51-04-GMNF-00-03,In Service,Fixed Wireless,147.69575,-23.425989
20/12/2013,4EME-51-04-GMNF-00-05,In Service,Fixed Wireless,147.700054,-23.409272
20/12/2013,4EME-51-04-GMNF-00-07,In Service,Fixed Wireless,147.721147,-23.428859
20/12/2013,4EME-51-04-GMNF-00-09,In Service,Fixed Wireless,147.687874,-23.425784
20/12/2013,4EME-51-04-GMNF-10-04,In Service,Fixed Wireless,147.683432,-23.413389
20/12/2013,4EME-51-04-GMNF-10-06,In Service,Fixed Wireless,147.72332,-23.414507
20/12/2013,4EME-51-04-GMNF-10-08,In Service,Fixed Wireless,147.702191,-23.446289
20/12/2013,4EME-51-04-GMNF-10-10,In Service,Fixed Wireless,147.694147,-23.408613
30/06/2020,4EME-51-08-SPRI-00-01,Proposed,Fixed Wireless,148.086034,-24.106598
30/06/2020,4EME-51-08-SPRI-00-03,In Service,Fixed Wireless,148.092967,-24.091141
30/06/2020,4EME-51-08-SPRI-00-04,In Service,Fixed Wireless,148.096799,-24.095873
30/06/2020,4EME-51-08-SPRI-00-05,In Service,Fixed Wireless,148.102205,-24.098984
30/06/2020,4EME-51-08-SPRI-00-06,In Service,Fixed Wireless,148.104467,-24.102135
30/06/2020,4EME-51-08-SPRI-00-07,In Service,Fixed Wireless,148.102049,-24.109143
30/06/2020,4EME-51-08-SPRI-00-08,In Service,Fixed Wireless,148.101596,-24.11163
30/06/2020,4EME-51-08-SPRI-00-09,Proposed,Fixed Wireless,148.10162,-24.115388
30/06/2020,4EME-51-08-SPRI-00-10,Proposed,Fixed Wireless,148.103371,-24.120629
30/06/2020,4EME-51-08-SPRI-00-11,Proposed,Fixed Wireless,148.111279,-24.124714
30/06/2020,4EME-51-08-SPRI-00-12,Proposed,Fixed Wireless,148.101282,-24.136016
30/06/2020,4EME-51-08-SPRI-00-14,Proposed,Fixed Wireless,148.080383,-24.133184
30/06/2020,4EME-51-08-SPRI-00-16,Proposed,Fixed Wireless,148.070472,-24.13261
30/06/2020,4EME-51-08-SPRI-10-02,In Service,Fixed Wireless,148.080449,-24.111075
30/06/2020,4EME-51-08-SPRI-10-13,Proposed,Fixed Wireless,148.09132,-24.120732
30/06/2020,4EME-51-08-SPRI-10-17,Proposed,Fixed Wireless,148.077533,-24.119475
30/06/2020,4EME-51-08-SPRI-11-02,Proposed,Fixed Wireless,148.088663,-24.127074
16/12/2014,4ESK-51-01-ESKH-00-01,In Service,Fixed Wireless,152.409306,-27.196123
16/12/2014,4ESK-51-01-ESKH-00-03,In Service,Fixed Wireless,152.390107,-27.253565
16/12/2014,4ESK-51-01-ESKH-01-01,In Service,Fixed Wireless,152.452997,-27.25186
16/12/2014,4ESK-51-01-ESKH-01-02,In Service,Fixed Wireless,152.420808,-27.266381
16/12/2014,4ESK-51-01-ESKH-10-04,In Service,Fixed Wireless,152.38353,-27.195437
16/12/2014,4ESK-51-01-ESKH-11-03,In Service,Fixed Wireless,152.426384,-27.236192
17/12/2014,4ESK-51-02-MHLN-00-03,In Service,Fixed Wireless,152.387563,-27.347965
17/12/2014,4ESK-51-02-MHLN-01-01,In Service,Fixed Wireless,152.398958,-27.344907
17/12/2014,4ESK-51-02-MHLN-01-02,In Service,Fixed Wireless,152.390102,-27.346822
17/12/2014,4ESK-51-02-MHLN-01-03,In Service,Fixed Wireless,152.37232,-27.314012
17/12/2014,4ESK-51-02-MHLN-01-04,In Service,Fixed Wireless,152.388932,-27.332405
31/08/2017,4FVL-51-01-CHUR-01-01,In Service,Fixed Wireless,152.370684,-27.434777
31/08/2017,4FVL-51-01-CHUR-01-02,In Service,Fixed Wireless,152.384434,-27.457854
31/08/2017,4FVL-51-01-CHUR-01-03,In Service,Fixed Wireless,152.366371,-27.475024
31/08/2017,4FVL-51-01-CHUR-01-04,In Service,Fixed Wireless,152.390623,-27.436487
31/08/2017,4FVL-51-01-CHUR-01-05,In Service,Fixed Wireless,152.381556,-27.471108
31/08/2017,4FVL-51-01-CHUR-01-06,In Service,Fixed Wireless,152.341007,-27.441398
22/11/2017,4FVL-51-02-COOM-01-01,In Service,Fixed Wireless,152.503949,-27.379124
22/11/2017,4FVL-51-02-COOM-01-02,In Service,Fixed Wireless,152.510962,-27.393814
22/11/2017,4FVL-51-02-COOM-01-03,In Service,Fixed Wireless,152.499249,-27.411614
22/11/2017,4FVL-51-02-COOM-01-04,In Service,Fixed Wireless,152.489465,-27.400301
22/11/2017,4FVL-51-02-COOM-01-05,In Service,Fixed Wireless,152.541319,-27.385127
22/11/2017,4FVL-51-02-COOM-01-06,In Service,Fixed Wireless,152.535452,-27.415046
22/11/2017,4FVL-51-02-COOM-01-07,In Service,Fixed Wireless,152.489974,-27.389616
29/06/2017,4FVL-51-04-LOCY-01-01,In Service,Fixed Wireless,152.400415,-27.445764
29/06/2017,4FVL-51-04-LOCY-01-02,In Service,Fixed Wireless,152.414831,-27.449174
29/06/2017,4FVL-51-04-LOCY-01-03,In Service,Fixed Wireless,152.426818,-27.472071
29/06/2017,4FVL-51-04-LOCY-01-04,In Service,Fixed Wireless,152.389655,-27.473901
29/06/2017,4FVL-51-04-LOCY-01-05,In Service,Fixed Wireless,152.426953,-27.449205
11/05/2017,4FVL-51-05-LOWO-01-01,In Service,Fixed Wireless,152.53639,-27.478946
11/05/2017,4FVL-51-05-LOWO-01-02,In Service,Fixed Wireless,152.571776,-27.438022
11/05/2017,4FVL-51-05-LOWO-01-03,In Service,Fixed Wireless,152.541936,-27.492143
11/05/2017,4FVL-51-05-LOWO-01-04,In Service,Fixed Wireless,152.526203,-27.462468
11/05/2017,4FVL-51-05-LOWO-01-05,In Service,Fixed Wireless,152.592049,-27.457728
11/05/2017,4FVL-51-06-MTTA-01-01,In Service,Fixed Wireless,152.475063,-27.444029
11/05/2017,4FVL-51-06-MTTA-01-02,In Service,Fixed Wireless,152.502835,-27.460349
11/05/2017,4FVL-51-06-MTTA-01-03,In Service,Fixed Wireless,152.462087,-27.468774
11/05/2017,4FVL-51-06-MTTA-01-04,In Service,Fixed Wireless,152.487819,-27.422787
11/05/2017,4FVL-51-06-MTTA-01-05,In Service,Fixed Wireless,152.539567,-27.447366
11/05/2017,4FVL-51-06-MTTA-01-06,In Service,Fixed Wireless,152.500483,-27.466871
11/05/2017,4FVL-51-06-MTTA-01-07,In Service,Fixed Wireless,152.471893,-27.474256
18/02/2019,4FVL-51-07-WIVE-01-01,In Service,Fixed Wireless,152.615507,-27.361327
18/02/2019,4FVL-51-07-WIVE-01-02,In Service,Fixed Wireless,152.642874,-27.421123
18/02/2019,4FVL-51-07-WIVE-01-03,In Service,Fixed Wireless,152.624382,-27.427928
30/04/2019,4FVL-51-08-MTEN-01-01,In Service,Fixed Wireless,152.582936,-27.497647
30/04/2019,4FVL-51-08-MTEN-01-04,In Service,Fixed Wireless,152.618296,-27.503812
30/04/2019,4FVL-51-08-MTEN-01-07,In Service,Fixed Wireless,152.61819,-27.536526
30/04/2019,4FVL-51-08-MTEN-01-10,In Service,Fixed Wireless,152.555709,-27.546766
30/04/2019,4FVL-51-08-MTEN-11-02,In Service,Fixed Wireless,152.572803,-27.496944
30/04/2019,4FVL-51-08-MTEN-11-03,In Service,Fixed Wireless,152.585642,-27.501032
30/04/2019,4FVL-51-08-MTEN-11-05,In Service,Fixed Wireless,152.628697,-27.492786
30/04/2019,4FVL-51-08-MTEN-11-06,In Service,Fixed Wireless,152.617009,-27.509084
30/04/2019,4FVL-51-08-MTEN-11-08,In Service,Fixed Wireless,152.619505,-27.53451
30/04/2019,4FVL-51-08-MTEN-11-09,In Service,Fixed Wireless,152.602753,-27.53899
30/04/2019,4FVL-51-08-MTEN-11-11,In Service,Fixed Wireless,152.583479,-27.533753
30/04/2019,4FVL-51-08-MTEN-11-12,In Service,Fixed Wireless,152.567631,-27.517225
23/10/2014,4GAY-51-01-GAYN-00-01,In Service,Fixed Wireless,151.590934,-25.598979
23/10/2014,4GAY-51-01-GAYN-00-02,In Service,Fixed Wireless,151.637957,-25.634899
23/10/2014,4GAY-51-01-GAYN-00-03,In Service,Fixed Wireless,151.57711,-25.635386
29/03/2015,4GAY-51-03-MPSN-00-01,In Service,Fixed Wireless,151.666944,-25.161134
29/03/2015,4GAY-51-03-MPSN-00-02,In Service,Fixed Wireless,151.657575,-25.213798
31/05/2018,4GLS-51-01-BEEE-00-01,In Service,Fixed Wireless,151.191081,-23.885348
31/05/2018,4GLS-51-01-BEEE-00-02,In Service,Fixed Wireless,151.195839,-23.910689
31/05/2018,4GLS-51-01-BEEE-00-03,In Service,Fixed Wireless,151.187305,-23.931072
31/05/2018,4GLS-51-01-BEEE-01-01,In Service,Fixed Wireless,151.206762,-23.903512
31/05/2018,4GLS-51-01-BEEE-10-04,In Service,Fixed Wireless,151.200244,-23.91064
31/05/2018,4GLS-51-01-BEEE-11-02,In Service,Fixed Wireless,151.208831,-23.909826
28/06/2016,4GLS-51-02-BORO-00-01,In Service,Fixed Wireless,151.489565,-24.223735
28/06/2016,4GLS-51-02-BORO-00-02,In Service,Fixed Wireless,151.519607,-24.257941
28/06/2016,4GLS-51-02-BORO-00-03,In Service,Fixed Wireless,151.505115,-24.2861
28/06/2016,4GLS-51-02-BORO-10-04,In Service,Fixed Wireless,151.481537,-24.231775
26/06/2018,4GLS-51-04-BURU-00-01,In Service,Fixed Wireless,151.216423,-23.912858
26/06/2018,4GLS-51-04-BURU-00-02,In Service,Fixed Wireless,151.229751,-23.930564
26/06/2018,4GLS-51-04-BURU-00-03,In Service,Fixed Wireless,151.209927,-23.940564
26/06/2018,4GLS-51-04-BURU-00-06,In Service,Fixed Wireless,151.204577,-23.936396
26/06/2018,4GLS-51-04-BURU-01-01,In Service,Fixed Wireless,151.216688,-23.930025
26/06/2018,4GLS-51-04-BURU-10-04,In Service,Fixed Wireless,151.22206,-23.913814
26/06/2018,4GLS-51-04-BURU-10-05,In Service,Fixed Wireless,151.219498,-23.940167
26/06/2018,4GLS-51-04-BURU-11-02,In Service,Fixed Wireless,151.216032,-23.943104
16/09/2016,4GLS-51-08-MIRI-00-01,In Service,Fixed Wireless,151.60079,-24.314065
16/09/2016,4GLS-51-08-MIRI-00-02,In Service,Fixed Wireless,151.552712,-24.346241
16/09/2016,4GLS-51-08-MIRI-00-03,In Service,Fixed Wireless,151.556839,-24.324703
16/09/2016,4GLS-51-08-MIRI-01-01,In Service,Fixed Wireless,151.557553,-24.34966
16/09/2016,4GLS-51-08-MIRI-10-04,In Service,Fixed Wireless,151.589021,-24.333453
16/09/2016,4GLS-51-08-MIRI-10-05,In Service,Fixed Wireless,151.563875,-24.344485
16/09/2016,4GLS-51-08-MIRI-10-06,In Service,Fixed Wireless,151.530496,-24.318077
16/09/2016,4GLS-51-08-MIRI-11-02,In Service,Fixed Wireless,151.563396,-24.33302
29/06/2016,4GLS-51-11-TURK-00-01,In Service,Fixed Wireless,151.612124,-24.086524
29/06/2016,4GLS-51-11-TURK-00-02,In Service,Fixed Wireless,151.637519,-24.082596
29/06/2016,4GLS-51-11-TURK-00-03,In Service,Fixed Wireless,151.648497,-24.10086
31/05/2018,4GLS-51-12-MOUL-00-01,In Service,Fixed Wireless,150.958097,-23.79785
31/05/2018,4GLS-51-12-MOUL-00-02,In Service,Fixed Wireless,150.986478,-23.795291
31/05/2018,4GLS-51-12-MOUL-00-03,In Service,Fixed Wireless,150.961702,-23.84883
28/06/2016,4GLS-51-13-BENY-00-01,In Service,Fixed Wireless,151.295879,-23.921663
28/06/2016,4GLS-51-13-BENY-00-02,In Service,Fixed Wireless,151.33263,-23.947389
28/06/2016,4GLS-51-13-BENY-00-03,In Service,Fixed Wireless,151.304394,-24.01687
20/05/2015,4GNV-51-01-ALOO-00-01,In Service,Fixed Wireless,145.869868,-17.142097
20/05/2015,4GNV-51-01-ALOO-00-02,In Service,Fixed Wireless,145.821875,-17.125575
20/05/2015,4GNV-51-01-ALOO-10-03,In Service,Fixed Wireless,145.837846,-17.130419
20/05/2015,4GNV-51-01-ALOO-10-04,In Service,Fixed Wireless,145.827431,-17.101901
20/05/2015,4GNV-51-01-ALOO-11-01,In Service,Fixed Wireless,145.808055,-17.121866
20/05/2015,4GNV-51-02-GORD-00-01,In Service,Fixed Wireless,145.741095,-17.052524
20/05/2015,4GNV-51-02-GORD-00-02,In Service,Fixed Wireless,145.830385,-17.066406
20/05/2015,4GNV-51-02-GORD-00-03,In Service,Fixed Wireless,145.787628,-17.112206
20/05/2015,4GNV-51-02-GORD-00-05,In Service,Fixed Wireless,145.793302,-17.070049
20/05/2015,4GNV-51-02-GORD-10-04,In Service,Fixed Wireless,145.792574,-17.087431
20/05/2015,4GNV-51-02-GORD-10-06,In Service,Fixed Wireless,145.801146,-17.071639
20/05/2015,4GNV-51-02-GORD-10-07,In Service,Fixed Wireless,145.854514,-17.093998
20/05/2015,4GNV-51-03-GREH-00-01,In Service,Fixed Wireless,145.768335,-17.010262
20/05/2015,4GNV-51-03-GREH-00-02,In Service,Fixed Wireless,145.820848,-17.018928
20/05/2015,4GNV-51-03-GREH-00-03,In Service,Fixed Wireless,145.796748,-17.052584
20/05/2015,4GNV-51-03-GREH-00-07,In Service,Fixed Wireless,145.767965,-17.041654
20/05/2015,4GNV-51-03-GREH-10-04,In Service,Fixed Wireless,145.815643,-16.998894
20/05/2015,4GNV-51-03-GREH-10-05,In Service,Fixed Wireless,145.808743,-17.050689
20/05/2015,4GNV-51-03-GREH-10-06,In Service,Fixed Wireless,145.770631,-17.059296
20/05/2015,4GNV-51-03-GREH-10-08,In Service,Fixed Wireless,145.754174,-17.063717
20/05/2015,4GNV-51-03-GREH-11-01,In Service,Fixed Wireless,145.783809,-16.97788
25/05/2015,4GNV-51-04-DEER-00-01,In Service,Fixed Wireless,145.899894,-17.167825
25/05/2015,4GNV-51-04-DEER-00-02,In Service,Fixed Wireless,145.929453,-17.212488
25/05/2015,4GNV-51-04-DEER-00-03,In Service,Fixed Wireless,145.892671,-17.20344
25/05/2015,4GNV-51-04-DEER-10-04,In Service,Fixed Wireless,145.921133,-17.180957
31/10/2019,4GNV-51-05-LITM-00-01,In Service,Fixed Wireless,145.709771,-17.130766
31/10/2019,4GNV-51-05-LITM-10-02,In Service,Fixed Wireless,145.728779,-17.134996
31/05/2019,4GOO-51-02-BOGG-00-01,In Service,Fixed Wireless,150.352491,-28.595222
31/05/2019,4GOO-51-02-BOGG-00-03,In Service,Fixed Wireless,150.425258,-28.605392
31/05/2019,4GOO-51-02-BOGG-00-05,In Service,Fixed Wireless,150.349796,-28.647839
31/05/2019,4GOO-51-02-BOGG-10-02,In Service,Fixed Wireless,150.335547,-28.591124
31/05/2019,4GOO-51-02-BOGG-10-04,In Service,Fixed Wireless,150.41716,-28.586913
31/05/2019,4GOO-51-02-BOGG-10-06,In Service,Fixed Wireless,150.374843,-28.655453
28/03/2019,4GOO-51-03-GOON-00-01,In Service,Fixed Wireless,150.340555,-28.496998
28/03/2019,4GOO-51-03-GOON-00-03,In Service,Fixed Wireless,150.365505,-28.499802
28/03/2019,4GOO-51-03-GOON-00-05,In Service,Fixed Wireless,150.328155,-28.540119
28/03/2019,4GOO-51-03-GOON-10-02,In Service,Fixed Wireless,150.30242,-28.498349
28/03/2019,4GOO-51-03-GOON-10-04,In Service,Fixed Wireless,150.386847,-28.541026
28/03/2019,4GOO-51-03-GOON-10-06,In Service,Fixed Wireless,150.335031,-28.546927
30/06/2020,4GOO-51-04-TEXA-00-01,In Service,Fixed Wireless,151.214553,-28.800759
30/06/2020,4GOO-51-04-TEXA-00-03,In Service,Fixed Wireless,151.206899,-28.898584
30/06/2020,4GOO-51-04-TEXA-00-05,In Service,Fixed Wireless,151.186729,-28.898752
30/06/2020,4GOO-51-04-TEXA-00-06,In Service,Fixed Wireless,151.17758,-28.88338
30/06/2020,4GOO-51-04-TEXA-00-07,In Service,Fixed Wireless,151.163221,-28.879886
30/06/2020,4GOO-51-04-TEXA-00-09,In Service,Fixed Wireless,151.14053,-28.875933
30/06/2020,4GOO-51-04-TEXA-00-11,In Service,Fixed Wireless,151.123288,-28.862827
30/06/2020,4GOO-51-04-TEXA-00-13,In Service,Fixed Wireless,151.116677,-28.845992
30/06/2020,4GOO-51-04-TEXA-00-15,In Service,Fixed Wireless,151.122675,-28.819
30/06/2020,4GOO-51-04-TEXA-01-01,In Service,Fixed Wireless,151.146367,-28.90636
30/06/2020,4GOO-51-04-TEXA-01-02,In Service,Fixed Wireless,151.157058,-28.880793
30/06/2020,4GOO-51-04-TEXA-01-03,In Service,Fixed Wireless,151.174412,-28.833129
30/06/2020,4GOO-51-04-TEXA-10-02,In Service,Fixed Wireless,151.225523,-28.78817
30/06/2020,4GOO-51-04-TEXA-10-04,In Service,Fixed Wireless,151.290903,-28.877283
28/06/2019,4GOO-51-05-YELA-00-01,In Service,Fixed Wireless,150.761482,-28.5256
28/06/2019,4GOO-51-05-YELA-00-03,In Service,Fixed Wireless,150.781432,-28.597516
28/06/2019,4GOO-51-05-YELA-00-07,In Service,Fixed Wireless,150.727938,-28.601293
28/06/2019,4GOO-51-05-YELA-10-02,In Service,Fixed Wireless,150.708962,-28.536325
28/06/2019,4GOO-51-05-YELA-10-04,In Service,Fixed Wireless,150.761247,-28.572544
28/06/2019,4GOO-51-05-YELA-10-05,In Service,Fixed Wireless,150.755281,-28.60162
28/06/2019,4GOO-51-05-YELA-10-06,In Service,Fixed Wireless,150.756095,-28.574264
28/06/2019,4GOO-51-05-YELA-10-08,In Service,Fixed Wireless,150.73331,-28.577909
30/01/2019,4GTW-51-01-BEIN-00-01,In Service,Fixed Wireless,152.264036,-27.644132
30/01/2019,4GTW-51-01-BEIN-00-03,In Service,Fixed Wireless,152.291299,-27.658953
30/01/2019,4GTW-51-01-BEIN-00-05,In Service,Fixed Wireless,152.292046,-27.663706
30/01/2019,4GTW-51-01-BEIN-00-06,In Service,Fixed Wireless,152.213892,-27.674785
30/01/2019,4GTW-51-01-BEIN-01-01,In Service,Fixed Wireless,152.283209,-27.628378
30/01/2019,4GTW-51-01-BEIN-01-02,In Service,Fixed Wireless,152.331677,-27.65673
30/01/2019,4GTW-51-01-BEIN-01-03,In Service,Fixed Wireless,152.261253,-27.670094
30/01/2019,4GTW-51-01-BEIN-01-04,In Service,Fixed Wireless,152.298862,-27.665931
30/01/2019,4GTW-51-01-BEIN-10-02,In Service,Fixed Wireless,152.275348,-27.657069
30/01/2019,4GTW-51-01-BEIN-10-04,In Service,Fixed Wireless,152.294126,-27.653778
30/01/2019,4GTW-51-01-BEIN-10-07,In Service,Fixed Wireless,152.214198,-27.701819
30/04/2018,4GTW-51-02-BLAD-01-01,In Service,Fixed Wireless,152.182874,-27.585952
30/04/2018,4GTW-51-02-BLAD-01-02,In Service,Fixed Wireless,152.241009,-27.585188
30/04/2018,4GTW-51-02-BLAD-01-03,In Service,Fixed Wireless,152.222089,-27.640735
30/04/2018,4GTW-51-02-BLAD-01-04,In Service,Fixed Wireless,152.185228,-27.617144
30/04/2018,4GTW-51-02-BLAD-01-05,In Service,Fixed Wireless,152.204905,-27.59093
30/04/2018,4GTW-51-02-BLAD-01-06,In Service,Fixed Wireless,152.208602,-27.598766
30/04/2018,4GTW-51-02-BLAD-01-07,In Service,Fixed Wireless,152.211843,-27.605723
30/04/2018,4GTW-51-02-BLAD-01-08,In Service,Fixed Wireless,152.203771,-27.604089
30/04/2018,4GTW-51-03-GATT-01-01,In Service,Fixed Wireless,152.259925,-27.500296
30/04/2018,4GTW-51-03-GATT-01-02,In Service,Fixed Wireless,152.27149,-27.517782
30/04/2018,4GTW-51-03-GATT-01-03,In Service,Fixed Wireless,152.236422,-27.531957
30/04/2018,4GTW-51-03-GATT-01-04,In Service,Fixed Wireless,152.260066,-27.53642
30/04/2018,4GTW-51-05-GATN-01-01,In Service,Fixed Wireless,152.307752,-27.506517
30/04/2018,4GTW-51-05-GATN-01-02,In Service,Fixed Wireless,152.34509,-27.51055
30/04/2018,4GTW-51-05-GATN-01-03,In Service,Fixed Wireless,152.336975,-27.534984
30/04/2018,4GTW-51-05-GATN-01-04,In Service,Fixed Wireless,152.295469,-27.532257
30/04/2018,4GTW-51-05-GATN-01-05,In Service,Fixed Wireless,152.316521,-27.516227
30/04/2018,4GTW-51-05-GATN-01-07,In Service,Fixed Wireless,152.311697,-27.564801
30/04/2018,4GTW-51-05-GATN-11-06,In Service,Fixed Wireless,152.328742,-27.503619
30/11/2018,4GTW-51-06-GATE-01-01,In Service,Fixed Wireless,152.381873,-27.559196
30/11/2018,4GTW-51-06-GATE-01-04,In Service,Fixed Wireless,152.41783,-27.614223
30/11/2018,4GTW-51-06-GATE-01-07,In Service,Fixed Wireless,152.343687,-27.60052
30/11/2018,4GTW-51-06-GATE-11-02,In Service,Fixed Wireless,152.370663,-27.563658
30/11/2018,4GTW-51-06-GATE-11-03,In Service,Fixed Wireless,152.396911,-27.563985
30/11/2018,4GTW-51-06-GATE-11-05,In Service,Fixed Wireless,152.386422,-27.579984
30/11/2018,4GTW-51-06-GATE-11-06,In Service,Fixed Wireless,152.383342,-27.602961
30/11/2018,4GTW-51-06-GATE-11-08,In Service,Fixed Wireless,152.371274,-27.595271
30/11/2018,4GTW-51-06-GATE-11-09,In Service,Fixed Wireless,152.363743,-27.570841
26/10/2018,4GTW-51-07-LAID-01-01,In Service,Fixed Wireless,152.416273,-27.655322
26/10/2018,4GTW-51-07-LAID-01-02,In Service,Fixed Wireless,152.434902,-27.686491
26/10/2018,4GTW-51-07-LAID-01-03,In Service,Fixed Wireless,152.404268,-27.674381
26/10/2018,4GTW-51-07-LAID-01-04,In Service,Fixed Wireless,152.409895,-27.664251
26/10/2018,4GTW-51-07-LAID-01-06,In Service,Fixed Wireless,152.398627,-27.6852
26/10/2018,4GTW-51-07-LAID-11-05,In Service,Fixed Wireless,152.377959,-27.653283
19/06/2019,4GTW-51-08-MTBE-01-01,In Service,Fixed Wireless,152.359702,-27.71437
19/06/2019,4GTW-51-08-MTBE-01-04,In Service,Fixed Wireless,152.385671,-27.780285
19/06/2019,4GTW-51-08-MTBE-11-02,In Service,Fixed Wireless,152.350641,-27.737116
19/06/2019,4GTW-51-08-MTBE-11-03,In Service,Fixed Wireless,152.380295,-27.743135
19/06/2019,4GTW-51-08-MTBE-11-05,In Service,Fixed Wireless,152.368807,-27.75525
31/03/2016,4GYM-51-01-AMAM-00-01,In Service,Fixed Wireless,152.663007,-26.347833
31/03/2016,4GYM-51-01-AMAM-00-02,In Service,Fixed Wireless,152.683346,-26.336143
31/03/2016,4GYM-51-01-AMAM-00-03,In Service,Fixed Wireless,152.694746,-26.380867
17/06/2015,4GYM-51-02-ARAL-00-01,In Service,Fixed Wireless,152.626795,-26.155629
17/06/2015,4GYM-51-02-ARAL-00-02,In Service,Fixed Wireless,152.650452,-26.192023
17/06/2015,4GYM-51-02-ARAL-00-03,In Service,Fixed Wireless,152.640261,-26.170589
17/06/2015,4GYM-51-02-ARAL-00-05,In Service,Fixed Wireless,152.636845,-26.141917
17/06/2015,4GYM-51-02-ARAL-01-01,In Service,Fixed Wireless,152.649315,-26.153227
17/06/2015,4GYM-51-02-ARAL-01-02,In Service,Fixed Wireless,152.630772,-26.164919
17/06/2015,4GYM-51-02-ARAL-01-03,In Service,Fixed Wireless,152.621063,-26.149541
17/06/2015,4GYM-51-02-ARAL-10-04,In Service,Fixed Wireless,152.634544,-26.157483
17/06/2015,4GYM-51-02-ARAL-10-06,In Service,Fixed Wireless,152.640829,-26.14756
17/06/2015,4GYM-51-02-ARAL-10-07,In Service,Fixed Wireless,152.640871,-26.18074
17/06/2015,4GYM-51-02-ARAL-10-08,In Service,Fixed Wireless,152.639523,-26.166972
19/06/2015,4GYM-51-03-BANK-00-01,In Service,Fixed Wireless,152.675641,-26.130942
19/06/2015,4GYM-51-03-BANK-00-02,In Service,Fixed Wireless,152.679405,-26.117179
19/06/2015,4GYM-51-03-BANK-00-03,In Service,Fixed Wireless,152.712656,-26.127857
19/06/2015,4GYM-51-03-BANK-00-04,In Service,Fixed Wireless,152.707607,-26.155828
19/06/2015,4GYM-51-03-BANK-00-05,In Service,Fixed Wireless,152.680096,-26.149903
19/06/2015,4GYM-51-03-BANK-00-10,In Service,Fixed Wireless,152.696089,-26.154231
19/06/2015,4GYM-51-03-BANK-01-01,In Service,Fixed Wireless,152.702907,-26.126933
19/06/2015,4GYM-51-03-BANK-01-02,In Service,Fixed Wireless,152.682617,-26.140661
19/06/2015,4GYM-51-03-BANK-01-03,In Service,Fixed Wireless,152.691178,-26.120371
19/06/2015,4GYM-51-03-BANK-01-04,In Service,Fixed Wireless,152.695824,-26.162581
19/06/2015,4GYM-51-03-BANK-10-06,In Service,Fixed Wireless,152.700865,-26.146113
19/06/2015,4GYM-51-03-BANK-10-07,In Service,Fixed Wireless,152.675123,-26.137258
19/06/2015,4GYM-51-03-BANK-10-08,In Service,Fixed Wireless,152.686923,-26.125993
19/06/2015,4GYM-51-03-BANK-10-09,In Service,Fixed Wireless,152.714172,-26.123777
19/06/2015,4GYM-51-03-BANK-10-11,In Service,Fixed Wireless,152.694596,-26.15107
19/06/2015,4GYM-51-03-BANK-10-12,In Service,Fixed Wireless,152.677848,-26.148102
15/06/2016,4GYM-51-05-CHAT-00-01,In Service,Fixed Wireless,152.590629,-26.129817
15/06/2016,4GYM-51-05-CHAT-00-02,In Service,Fixed Wireless,152.611912,-26.127598
15/06/2016,4GYM-51-05-CHAT-00-03,In Service,Fixed Wireless,152.604294,-26.153107
15/06/2016,4GYM-51-05-CHAT-00-06,In Service,Fixed Wireless,152.624867,-26.131034
15/06/2016,4GYM-51-05-CHAT-01-01,In Service,Fixed Wireless,152.604833,-26.143625
15/06/2016,4GYM-51-05-CHAT-10-04,In Service,Fixed Wireless,152.594902,-26.12509
15/06/2016,4GYM-51-05-CHAT-10-05,In Service,Fixed Wireless,152.606114,-26.130085
15/06/2016,4GYM-51-05-CHAT-10-07,In Service,Fixed Wireless,152.616871,-26.132377
