Ready_for_Service_Date,Area_ID,Service_Status,Technology_Type,longitude,latitude
27/09/2018,4CKT-51-04-COOW-00-03,In Service,Fixed Wireless,145.149577,-15.474859
28/06/2017,4CKT-51-05-COOK-00-01,In Service,Fixed Wireless,145.260338,-15.475444
28/06/2017,4CKT-51-05-COOK-00-02,In Service,Fixed Wireless,145.243057,-15.489125
28/06/2017,4CKT-51-05-COOK-00-03,In Service,Fixed Wireless,145.224322,-15.474091
30/06/2013,4CLI-51-01-CLIF-00-01,In Service,Fixed Wireless,151.871644,-27.885072
30/06/2013,4CLI-51-01-CLIF-00-02,In Service,Fixed Wireless,151.987783,-27.893351
30/06/2013,4CLI-51-01-CLIF-00-03,In Service,Fixed Wireless,151.887006,-27.967975
30/06/2013,4CLI-51-01-CLIF-00-05,In Service,Fixed Wireless,151.949052,-27.903515
30/06/2013,4CLI-51-01-CLIF-00-07,In Service,Fixed Wireless,151.998215,-27.95949
30/06/2013,4CLI-51-01-CLIF-00-10,In Service,Fixed Wireless,151.84543,-27.933815
30/06/2013,4CLI-51-01-CLIF-01-01,In Service,Fixed Wireless,152.030591,-27.932927
30/06/2013,4CLI-51-01-CLIF-01-02,In Service,Fixed Wireless,151.856796,-27.91015
30/06/2013,4CLI-51-01-CLIF-01-04,In Service,Fixed Wireless,151.86221,-27.904309
30/06/2013,4CLI-51-01-CLIF-10-04,In Service,Fixed Wireless,151.922126,-27.930989
30/06/2013,4CLI-51-01-CLIF-10-06,In Service,Fixed Wireless,152.016748,-27.905923
30/06/2013,4CLI-51-01-CLIF-10-08,In Service,Fixed Wireless,151.990477,-27.963942
30/06/2013,4CLI-51-01-CLIF-10-09,In Service,Fixed Wireless,151.901511,-27.963189
30/06/2013,4CLI-51-01-CLIF-10-11,In Service,Fixed Wireless,151.862023,-27.950609
30/06/2013,4CLI-51-01-CLIF-11-05,In Service,Fixed Wireless,151.925656,-27.93395
23/07/2014,4CLI-51-02-GRNE-00-01,In Service,Fixed Wireless,151.960347,-27.746782
23/07/2014,4CLI-51-02-GRNE-00-02,In Service,Fixed Wireless,152.012792,-27.828957
23/07/2014,4CLI-51-02-GRNE-00-03,In Service,Fixed Wireless,151.938069,-27.778831
23/07/2014,4CLI-51-02-GRNE-00-05,In Service,Fixed Wireless,151.943658,-27.811898
23/07/2014,4CLI-51-02-GRNE-10-04,In Service,Fixed Wireless,151.979961,-27.765523
23/07/2014,4CLI-51-03-NOBY-00-01,In Service,Fixed Wireless,151.874307,-27.833003
23/07/2014,4CLI-51-03-NOBY-00-02,In Service,Fixed Wireless,151.9889,-27.827146
23/07/2014,4CLI-51-03-NOBY-00-03,In Service,Fixed Wireless,151.884694,-27.868598
23/07/2014,4CLI-51-03-NOBY-00-05,In Service,Fixed Wireless,151.974951,-27.873613
23/07/2014,4CLI-51-03-NOBY-10-04,In Service,Fixed Wireless,151.908797,-27.84266
23/07/2014,4CLI-51-03-NOBY-10-06,In Service,Fixed Wireless,151.904612,-27.853819
31/07/2017,4CLP-51-01-ELIA-00-01,In Service,Fixed Wireless,151.230275,-23.957938
31/07/2017,4CLP-51-01-ELIA-00-02,In Service,Fixed Wireless,151.196264,-24.019923
31/07/2017,4CLP-51-01-ELIA-00-03,In Service,Fixed Wireless,151.192184,-23.973754
31/07/2017,4CLP-51-01-ELIA-00-05,In Service,Fixed Wireless,151.221343,-23.984674
31/07/2017,4CLP-51-01-ELIA-10-04,In Service,Fixed Wireless,151.229345,-23.953345
31/07/2017,4CLP-51-01-ELIA-10-06,In Service,Fixed Wireless,151.251518,-23.988031
26/09/2017,4CLP-51-03-RIVE-00-01,In Service,Fixed Wireless,151.158878,-23.954441
26/09/2017,4CLP-51-03-RIVE-00-02,In Service,Fixed Wireless,151.170167,-23.971311
26/09/2017,4CLP-51-03-RIVE-00-03,In Service,Fixed Wireless,151.128281,-24.006952
26/09/2017,4CLP-51-03-RIVE-00-05,In Service,Fixed Wireless,151.168435,-23.9958
26/09/2017,4CLP-51-03-RIVE-10-04,In Service,Fixed Wireless,151.147004,-23.955828
26/09/2017,4CLP-51-03-RIVE-10-06,In Service,Fixed Wireless,151.171237,-23.989265
28/03/2019,4CLP-51-05-BUIL-00-01,In Service,Fixed Wireless,151.391656,-24.528815
28/03/2019,4CLP-51-05-BUIL-00-03,In Service,Fixed Wireless,151.384021,-24.527775
28/03/2019,4CLP-51-05-BUIL-10-02,In Service,Fixed Wireless,151.40101,-24.528515
28/03/2019,4CLP-51-05-BUIL-10-04,In Service,Fixed Wireless,151.37906,-24.530937
21/03/2019,4CLP-51-06-HELE-00-01,In Service,Fixed Wireless,151.300389,-24.342796
21/03/2019,4CLP-51-06-HELE-00-04,In Service,Fixed Wireless,151.315109,-24.398621
21/03/2019,4CLP-51-06-HELE-10-02,In Service,Fixed Wireless,151.315269,-24.348004
21/03/2019,4CLP-51-06-HELE-10-05,In Service,Fixed Wireless,151.324878,-24.399143
27/02/2015,4CNS-51-01-COOY-00-01,In Service,Fixed Wireless,151.821442,-26.970352
27/02/2015,4CNS-51-01-COOY-00-02,In Service,Fixed Wireless,151.845913,-27.032007
27/02/2015,4CNS-51-01-COOY-00-03,In Service,Fixed Wireless,151.751383,-26.987656
27/02/2015,4CNS-51-01-COOY-10-04,In Service,Fixed Wireless,151.852329,-26.970096
1/02/2015,4CNS-51-02-CROW-00-01,In Service,Fixed Wireless,152.077686,-27.262322
1/02/2015,4CNS-51-02-CROW-00-02,In Service,Fixed Wireless,152.075304,-27.288624
1/02/2015,4CNS-51-02-CROW-00-03,In Service,Fixed Wireless,152.012947,-27.264053
1/02/2015,4CNS-51-02-CROW-00-04,In Service,Fixed Wireless,152.049686,-27.28925
1/02/2015,4CNS-51-02-CROW-00-05,In Service,Fixed Wireless,152.037852,-27.247328
1/02/2015,4CNS-51-02-CROW-00-08,In Service,Fixed Wireless,152.033583,-27.28331
1/02/2015,4CNS-51-02-CROW-01-01,In Service,Fixed Wireless,152.073519,-27.298156
1/02/2015,4CNS-51-02-CROW-01-02,In Service,Fixed Wireless,152.005261,-27.281473
1/02/2015,4CNS-51-02-CROW-01-04,In Service,Fixed Wireless,152.0076,-27.273091
1/02/2015,4CNS-51-02-CROW-10-06,In Service,Fixed Wireless,152.040103,-27.255964
1/02/2015,4CNS-51-02-CROW-10-07,In Service,Fixed Wireless,152.064416,-27.274178
1/02/2015,4CNS-51-02-CROW-10-09,In Service,Fixed Wireless,152.053021,-27.277942
1/02/2015,4CNS-51-02-CROW-11-03,In Service,Fixed Wireless,152.06579,-27.268318
1/02/2015,4CNS-51-02-CROW-11-05,In Service,Fixed Wireless,152.06579,-27.261548
27/02/2015,4CNS-51-03-DOCC-00-01,In Service,Fixed Wireless,151.884515,-27.205726
27/02/2015,4CNS-51-03-DOCC-00-02,In Service,Fixed Wireless,151.934899,-27.219703
27/02/2015,4CNS-51-03-DOCC-00-03,In Service,Fixed Wireless,151.866996,-27.244164
27/02/2015,4CNS-51-03-DOCC-10-04,In Service,Fixed Wireless,151.903579,-27.19268
27/02/2015,4CNS-51-04-GBGM-00-01,In Service,Fixed Wireless,151.865419,-27.27181
27/02/2015,4CNS-51-04-GBGM-00-02,In Service,Fixed Wireless,151.848467,-27.322713
27/02/2015,4CNS-51-04-GBGM-00-03,In Service,Fixed Wireless,151.845718,-27.296429
27/02/2015,4CNS-51-04-GBGM-00-07,In Service,Fixed Wireless,151.817134,-27.327155
27/02/2015,4CNS-51-04-GBGM-01-01,In Service,Fixed Wireless,151.865052,-27.307006
27/02/2015,4CNS-51-04-GBGM-01-02,In Service,Fixed Wireless,151.858081,-27.297922
27/02/2015,4CNS-51-04-GBGM-10-04,In Service,Fixed Wireless,151.841181,-27.291979
27/02/2015,4CNS-51-04-GBGM-10-05,In Service,Fixed Wireless,151.871618,-27.277003
27/02/2015,4CNS-51-04-GBGM-10-06,In Service,Fixed Wireless,151.859821,-27.30177
27/02/2015,4CNS-51-04-GBGM-10-08,In Service,Fixed Wireless,151.856287,-27.300389
27/02/2015,4CNS-51-04-GBGM-11-03,In Service,Fixed Wireless,151.835716,-27.310379
1/02/2015,4CNS-51-05-GUNT-00-01,In Service,Fixed Wireless,152.028033,-27.188712
1/02/2015,4CNS-51-05-GUNT-00-02,In Service,Fixed Wireless,152.053131,-27.200518
1/02/2015,4CNS-51-05-GUNT-00-03,In Service,Fixed Wireless,152.024576,-27.235993
1/02/2015,4CNS-51-05-GUNT-10-04,In Service,Fixed Wireless,152.01878,-27.235517
1/02/2015,4CNS-51-06-HAMP-00-01,In Service,Fixed Wireless,152.066868,-27.343702
1/02/2015,4CNS-51-06-HAMP-00-02,In Service,Fixed Wireless,152.088724,-27.35962
1/02/2015,4CNS-51-06-HAMP-00-03,In Service,Fixed Wireless,152.041233,-27.359081
1/02/2015,4CNS-51-06-HAMP-10-04,In Service,Fixed Wireless,152.056995,-27.344107
1/02/2015,4CNS-51-06-HAMP-10-05,In Service,Fixed Wireless,152.08923,-27.364018
1/02/2015,4CNS-51-06-HAMP-10-06,In Service,Fixed Wireless,152.041541,-27.350051
1/02/2015,4CNS-51-07-RAVE-00-01,In Service,Fixed Wireless,152.163392,-27.353568
1/02/2015,4CNS-51-07-RAVE-00-02,In Service,Fixed Wireless,152.149752,-27.38007
1/02/2015,4CNS-51-07-RAVE-00-03,In Service,Fixed Wireless,152.145329,-27.361857
1/02/2015,4CNS-51-07-RAVE-10-04,In Service,Fixed Wireless,152.090204,-27.329004
23/04/2019,4CNV-51-02-COLN-00-01,In Service,Fixed Wireless,147.863703,-20.555348
23/04/2019,4CNV-51-02-COLN-00-03,In Service,Fixed Wireless,147.875293,-20.618747
23/04/2019,4CNV-51-02-COLN-00-05,In Service,Fixed Wireless,147.805938,-20.567405
23/04/2019,4CNV-51-02-COLN-10-02,In Service,Fixed Wireless,147.861797,-20.54158
23/04/2019,4CNV-51-02-COLN-10-04,In Service,Fixed Wireless,147.85487,-20.614788
23/04/2019,4CNV-51-02-COLN-10-06,In Service,Fixed Wireless,147.812059,-20.59777
27/11/2014,4COR-51-02-BLMC-00-01,In Service,Fixed Wireless,152.868103,-26.407543
27/11/2014,4COR-51-02-BLMC-00-02,In Service,Fixed Wireless,152.886665,-26.444346
27/11/2014,4COR-51-02-BLMC-00-03,In Service,Fixed Wireless,152.837025,-26.431649
27/11/2014,4COR-51-02-BLMC-00-06,In Service,Fixed Wireless,152.842588,-26.407305
27/11/2014,4COR-51-02-BLMC-00-08,In Service,Fixed Wireless,152.873562,-26.416585
27/11/2014,4COR-51-02-BLMC-00-10,In Service,Fixed Wireless,152.863343,-26.439592
27/11/2014,4COR-51-02-BLMC-01-01,In Service,Fixed Wireless,152.871611,-26.445246
27/11/2014,4COR-51-02-BLMC-10-04,In Service,Fixed Wireless,152.859616,-26.407534
27/11/2014,4COR-51-02-BLMC-10-05,In Service,Fixed Wireless,152.878648,-26.432146
27/11/2014,4COR-51-02-BLMC-10-07,In Service,Fixed Wireless,152.837555,-26.411345
27/11/2014,4COR-51-02-BLMC-10-09,In Service,Fixed Wireless,152.864119,-26.41951
27/11/2014,4COR-51-02-BLMC-10-11,In Service,Fixed Wireless,152.856803,-26.443649
27/11/2014,4COR-51-02-BLMC-10-12,In Service,Fixed Wireless,152.831745,-26.441144
27/11/2014,4COR-51-02-BLMC-11-02,In Service,Fixed Wireless,152.857092,-26.425594
27/11/2014,4COR-51-12-EMWU-00-01,In Service,Fixed Wireless,152.868329,-26.46488
27/11/2014,4COR-51-12-EMWU-00-02,In Service,Fixed Wireless,152.901415,-26.49109
27/11/2014,4COR-51-12-EMWU-00-03,In Service,Fixed Wireless,152.853733,-26.50618
27/11/2014,4COR-51-12-EMWU-00-05,In Service,Fixed Wireless,152.89817,-26.464225
27/11/2014,4COR-51-12-EMWU-01-01,In Service,Fixed Wireless,152.869569,-26.476853
27/11/2014,4COR-51-12-EMWU-01-02,In Service,Fixed Wireless,152.896893,-26.494476
27/11/2014,4COR-51-12-EMWU-01-03,In Service,Fixed Wireless,152.845661,-26.535966
27/11/2014,4COR-51-12-EMWU-10-04,In Service,Fixed Wireless,152.893157,-26.463998
27/11/2014,4COR-51-12-EMWU-10-06,In Service,Fixed Wireless,152.90293,-26.467614
27/11/2014,4COR-51-12-EMWU-10-07,In Service,Fixed Wireless,152.906928,-26.494475
27/11/2014,4COR-51-12-EMWU-10-08,In Service,Fixed Wireless,152.86229,-26.480226
19/12/2014,4CTR-51-01-CHAR-00-01,In Service,Fixed Wireless,146.248445,-20.039672
19/12/2014,4CTR-51-01-CHAR-00-02,In Service,Fixed Wireless,146.264497,-20.093888
19/12/2014,4CTR-51-01-CHAR-00-03,In Service,Fixed Wireless,146.208265,-20.088525
19/12/2014,4CTR-51-01-CHAR-00-04,In Service,Fixed Wireless,146.294396,-20.054091
19/12/2014,4CTR-51-01-CHAR-00-05,In Service,Fixed Wireless,146.252328,-20.124657
19/12/2014,4CTR-51-01-CHAR-00-06,In Service,Fixed Wireless,146.250351,-20.088492
19/12/2014,4CTR-51-01-CHAR-01-01,In Service,Fixed Wireless,146.239222,-20.065636
19/12/2014,4CTR-51-01-CHAR-01-02,In Service,Fixed Wireless,146.300436,-20.072467
19/12/2014,4CTR-51-01-CHAR-01-03,In Service,Fixed Wireless,146.227095,-20.111484
19/12/2014,4CTR-51-01-CHAR-10-07,In Service,Fixed Wireless,146.23013,-20.067624
19/12/2014,4CTR-51-01-CHAR-10-08,In Service,Fixed Wireless,146.253638,-20.083577
19/12/2014,4CTR-51-01-CHAR-10-09,In Service,Fixed Wireless,146.25673,-20.085575
19/12/2014,4CTR-51-01-CHAR-10-10,In Service,Fixed Wireless,146.265607,-20.099176
19/12/2014,4CTR-51-01-CHAR-10-11,In Service,Fixed Wireless,146.253896,-20.096865
19/12/2014,4CTR-51-01-CHAR-10-12,In Service,Fixed Wireless,146.228155,-20.079586
30/06/2017,4CTR-51-02-CHTS-00-01,In Service,Fixed Wireless,146.285662,-20.105361
30/06/2017,4CTR-51-02-CHTS-00-02,In Service,Fixed Wireless,146.313172,-20.098885
30/06/2017,4CTR-51-02-CHTS-00-03,In Service,Fixed Wireless,146.32839,-20.12771
30/06/2017,4CTR-51-02-CHTS-00-04,In Service,Fixed Wireless,146.296456,-20.156186
30/06/2017,4CTR-51-02-CHTS-10-05,In Service,Fixed Wireless,146.280384,-20.106593
31/05/2018,4DAB-51-05-DALB-00-01,In Service,Fixed Wireless,151.309619,-27.169707
31/05/2018,4DAB-51-05-DALB-00-02,In Service,Fixed Wireless,151.326165,-27.220093
31/05/2018,4DAB-51-05-DALB-00-03,In Service,Fixed Wireless,151.245317,-27.243595
31/05/2018,4DAB-51-05-DALB-00-04,In Service,Fixed Wireless,151.221547,-27.172186
26/03/2019,4DAB-51-09-KULP-00-01,In Service,Fixed Wireless,151.72114,-27.136946
26/03/2019,4DAB-51-09-KULP-00-02,In Service,Fixed Wireless,151.73426,-27.234459
26/03/2019,4DAB-51-09-KULP-00-03,In Service,Fixed Wireless,151.626987,-27.187252
22/03/2019,4DAB-51-11-MACM-00-01,In Service,Fixed Wireless,151.600851,-27.00391
22/03/2019,4DAB-51-11-MACM-00-02,In Service,Fixed Wireless,151.689547,-27.107099
22/03/2019,4DAB-51-11-MACM-00-03,In Service,Fixed Wireless,151.538324,-27.088091
26/03/2019,4DAB-51-13-KAIM-00-01,In Service,Fixed Wireless,151.407976,-27.035319
26/03/2019,4DAB-51-13-KAIM-00-02,In Service,Fixed Wireless,151.462182,-27.056482
26/03/2019,4DAB-51-13-KAIM-00-03,In Service,Fixed Wireless,151.395546,-27.106318
30/01/2020,4DAB-51-16-PIRR-00-01,In Service,Fixed Wireless,151.354091,-27.074751
30/01/2020,4DAB-51-16-PIRR-00-03,In Service,Fixed Wireless,151.340864,-27.143963
30/01/2020,4DAB-51-16-PIRR-00-05,In Service,Fixed Wireless,151.308748,-27.075464
30/01/2020,4DAB-51-16-PIRR-10-02,In Service,Fixed Wireless,151.328273,-27.050743
30/01/2020,4DAB-51-16-PIRR-10-04,In Service,Fixed Wireless,151.314673,-27.122313
30/01/2020,4DAB-51-16-PIRR-10-06,In Service,Fixed Wireless,151.242753,-27.10256
12/06/2015,4DEG-51-01-BWEE-00-01,In Service,Fixed Wireless,146.550623,-19.166172
12/06/2015,4DEG-51-01-BWEE-00-02,In Service,Fixed Wireless,146.573417,-19.178196
12/06/2015,4DEG-51-01-BWEE-00-03,In Service,Fixed Wireless,146.539979,-19.2285
12/06/2015,4DEG-51-01-BWEE-00-05,In Service,Fixed Wireless,146.566785,-19.168919
12/06/2015,4DEG-51-01-BWEE-01-01,In Service,Fixed Wireless,146.563206,-19.173206
12/06/2015,4DEG-51-01-BWEE-10-04,In Service,Fixed Wireless,146.552747,-19.1707
12/06/2015,4DEG-51-01-BWEE-10-06,In Service,Fixed Wireless,146.568682,-19.168699
12/06/2015,4DEG-51-01-BWEE-10-07,In Service,Fixed Wireless,146.569852,-19.179996
12/06/2015,4DEG-51-01-BWEE-10-08,In Service,Fixed Wireless,146.565995,-19.190602
12/06/2015,4DEG-51-01-BWEE-11-02,In Service,Fixed Wireless,146.555136,-19.166412
30/05/2015,4DEG-51-02-NOME-00-01,In Service,Fixed Wireless,146.951676,-19.369379
30/05/2015,4DEG-51-02-NOME-00-02,In Service,Fixed Wireless,146.984521,-19.419994
30/05/2015,4DEG-51-02-NOME-00-03,In Service,Fixed Wireless,146.940474,-19.3992
30/05/2015,4DEG-51-02-NOME-00-07,In Service,Fixed Wireless,146.932617,-19.396485
30/05/2015,4DEG-51-02-NOME-10-04,In Service,Fixed Wireless,146.949518,-19.400331
30/05/2015,4DEG-51-02-NOME-10-05,In Service,Fixed Wireless,146.910015,-19.366877
30/05/2015,4DEG-51-02-NOME-10-06,In Service,Fixed Wireless,146.979763,-19.369382
30/05/2015,4DEG-51-02-NOME-10-08,In Service,Fixed Wireless,146.921806,-19.379814
30/05/2015,4DEG-51-02-NOME-11-01,In Service,Fixed Wireless,146.938576,-19.375024
30/05/2015,4DEG-51-02-NOME-11-02,In Service,Fixed Wireless,146.973093,-19.402821
30/05/2015,4DEG-51-04-OAKV-00-01,In Service,Fixed Wireless,146.845541,-19.322908
30/05/2015,4DEG-51-04-OAKV-00-02,In Service,Fixed Wireless,146.810147,-19.458521
30/05/2015,4DEG-51-04-OAKV-00-05,In Service,Fixed Wireless,146.816884,-19.41222
30/05/2015,4DEG-51-04-OAKV-00-07,In Service,Fixed Wireless,146.867357,-19.420167
30/05/2015,4DEG-51-04-OAKV-01-01,In Service,Fixed Wireless,146.822584,-19.425326
30/05/2015,4DEG-51-04-OAKV-10-03,In Service,Fixed Wireless,146.825941,-19.409071
30/05/2015,4DEG-51-04-OAKV-10-04,In Service,Fixed Wireless,146.767269,-19.48896
30/05/2015,4DEG-51-04-OAKV-10-06,In Service,Fixed Wireless,146.814985,-19.407248
30/05/2015,4DEG-51-04-OAKV-11-02,In Service,Fixed Wireless,146.775882,-19.444739
17/06/2015,4DEG-51-06-SAUN-00-01,In Service,Fixed Wireless,146.603907,-19.15552
17/06/2015,4DEG-51-06-SAUN-00-02,In Service,Fixed Wireless,146.622185,-19.168373
17/06/2015,4DEG-51-06-SAUN-10-03,In Service,Fixed Wireless,146.59773,-19.15293
17/06/2015,4DEG-51-06-SAUN-10-04,In Service,Fixed Wireless,146.612919,-19.169245
17/06/2015,4DEG-51-06-SAUN-11-02,In Service,Fixed Wireless,146.607383,-19.156153
17/06/2015,4DEG-51-06-SAUN-11-03,In Service,Fixed Wireless,146.696561,-19.192167
29/09/2017,4DEG-51-08-TOLL-00-01,In Service,Fixed Wireless,146.591554,-19.151669
29/09/2017,4DEG-51-08-TOLL-00-02,In Service,Fixed Wireless,146.59242,-19.182088
29/09/2017,4DEG-51-08-TOLL-00-03,In Service,Fixed Wireless,146.566576,-19.157502
29/09/2017,4DEG-51-08-TOLL-00-04,In Service,Fixed Wireless,146.551057,-19.136865
29/09/2017,4DEG-51-08-TOLL-10-05,In Service,Fixed Wireless,146.587511,-19.15133
29/09/2017,4DEG-51-08-TOLL-10-06,In Service,Fixed Wireless,146.572273,-19.161253
12/06/2015,4DEG-51-12-BLUE-00-01,In Service,Fixed Wireless,146.518711,-19.183939
12/06/2015,4DEG-51-12-BLUE-00-03,In Service,Fixed Wireless,146.488628,-19.223615
12/06/2015,4DEG-51-12-BLUE-00-04,In Service,Fixed Wireless,146.530846,-19.17944
12/06/2015,4DEG-51-12-BLUE-00-06,In Service,Fixed Wireless,146.528675,-19.189379
12/06/2015,4DEG-51-12-BLUE-00-08,In Service,Fixed Wireless,146.526282,-19.196383
12/06/2015,4DEG-51-12-BLUE-00-10,In Service,Fixed Wireless,146.532921,-19.20008
12/06/2015,4DEG-51-12-BLUE-00-12,In Service,Fixed Wireless,146.533392,-19.211306
12/06/2015,4DEG-51-12-BLUE-00-14,In Service,Fixed Wireless,146.534561,-19.21831
12/06/2015,4DEG-51-12-BLUE-00-16,In Service,Fixed Wireless,146.549012,-19.232811
12/06/2015,4DEG-51-12-BLUE-00-18,In Service,Fixed Wireless,146.525973,-19.225519
12/06/2015,4DEG-51-12-BLUE-10-19,In Service,Fixed Wireless,146.537108,-19.23821
12/06/2015,4DEG-51-12-BLUE-10-20,In Service,Fixed Wireless,146.492467,-19.212789
12/06/2015,4DEG-51-12-BLUE-11-01,In Service,Fixed Wireless,146.498737,-19.191797
12/06/2015,4DEG-51-12-BLUE-11-02,In Service,Fixed Wireless,146.528538,-19.239769
12/06/2015,4DEG-51-12-BLUE-11-03,In Service,Fixed Wireless,146.506049,-19.20424
12/06/2015,4DEG-51-12-BLUE-11-04,In Service,Fixed Wireless,146.526275,-19.200226
12/06/2015,4DEG-51-12-BLUE-11-05,In Service,Fixed Wireless,146.518166,-19.208563
12/06/2015,4DEG-51-12-BLUE-11-06,In Service,Fixed Wireless,146.528344,-19.225084
12/06/2015,4DEG-51-12-BLUE-11-07,In Service,Fixed Wireless,146.512419,-19.220516
12/06/2015,4DEG-51-12-BLUE-11-08,In Service,Fixed Wireless,146.483737,-19.266757
12/06/2015,4DEG-51-12-BLUE-11-09,In Service,Fixed Wireless,146.497546,-19.263186
19/05/2015,4DEG-51-13-JENS-00-01,In Service,Fixed Wireless,146.722388,-19.223672
19/05/2015,4DEG-51-13-JENS-00-02,In Service,Fixed Wireless,146.674762,-19.286805
19/05/2015,4DEG-51-13-JENS-00-03,In Service,Fixed Wireless,146.620494,-19.283389
19/05/2015,4DEG-51-13-JENS-10-04,In Service,Fixed Wireless,146.689877,-19.206554
19/05/2015,4DEG-51-13-JENS-10-05,In Service,Fixed Wireless,146.667895,-19.293157
19/05/2015,4DEG-51-13-JENS-10-06,In Service,Fixed Wireless,146.659014,-19.295409
19/05/2015,4DEG-51-13-JENS-10-07,In Service,Fixed Wireless,146.653952,-19.304198
19/05/2015,4DEG-51-13-JENS-10-08,In Service,Fixed Wireless,146.602669,-19.282668
19/05/2015,4DEG-51-13-JENS-11-01,In Service,Fixed Wireless,146.647895,-19.266927
29/01/2020,4DEG-51-14-BLAR-00-01,In Service,Fixed Wireless,146.632805,-19.203394
29/01/2020,4DEG-51-14-BLAR-00-02,In Service,Fixed Wireless,146.622676,-19.231757
29/01/2020,4DEG-51-14-BLAR-00-03,In Service,Fixed Wireless,146.58559,-19.238521
29/01/2020,4DEG-51-14-BLAR-10-04,In Service,Fixed Wireless,146.640643,-19.202799
29/01/2020,4DEG-51-14-BLAR-10-05,In Service,Fixed Wireless,146.633179,-19.223527
29/01/2020,4DEG-51-14-BLAR-10-06,In Service,Fixed Wireless,146.594703,-19.222752
29/11/2019,4DEG-51-15-MTEI-00-01,In Service,Fixed Wireless,146.938086,-19.416595
29/11/2019,4DEG-51-15-MTEI-00-03,In Service,Fixed Wireless,146.954755,-19.416374
29/11/2019,4DEG-51-15-MTEI-00-05,In Service,Fixed Wireless,146.940462,-19.433087
29/11/2019,4DEG-51-15-MTEI-10-02,In Service,Fixed Wireless,146.934514,-19.41569
29/11/2019,4DEG-51-15-MTEI-10-04,In Service,Fixed Wireless,146.942371,-19.420439
29/11/2019,4DEG-51-15-MTEI-10-06,In Service,Fixed Wireless,146.921883,-19.437374
31/03/2020,4DEG-51-16-ROSN-00-01,In Service,Fixed Wireless,146.860761,-19.337249
31/03/2020,4DEG-51-16-ROSN-00-02,In Service,Fixed Wireless,146.835259,-19.378119
26/09/2018,4DEG-51-17-WOOC-00-01,In Service,Fixed Wireless,146.833424,-19.548471
26/09/2018,4DEG-51-17-WOOC-00-02,In Service,Fixed Wireless,146.915845,-19.597774
26/09/2018,4DEG-51-17-WOOC-00-03,In Service,Fixed Wireless,146.84882,-19.652428
31/01/2020,4DYB-51-02-KOBB-01-01,In Service,Fixed Wireless,152.820971,-27.243112
31/01/2020,4DYB-51-02-KOBB-01-02,In Service,Fixed Wireless,152.827767,-27.257561
31/01/2020,4DYB-51-02-KOBB-01-03,In Service,Fixed Wireless,152.799213,-27.26588
31/01/2020,4DYB-51-02-KOBB-01-04,In Service,Fixed Wireless,152.80251,-27.245561
18/12/2017,4DYB-51-03-MOUM-01-01,In Service,Fixed Wireless,152.756957,-27.05907
18/12/2017,4DYB-51-03-MOUM-01-02,In Service,Fixed Wireless,152.79933,-27.053692
18/12/2017,4DYB-51-03-MOUM-01-03,In Service,Fixed Wireless,152.781155,-27.065645
18/12/2017,4DYB-51-03-MOUM-01-04,In Service,Fixed Wireless,152.766496,-27.077808
18/12/2017,4DYB-51-03-MOUM-01-05,In Service,Fixed Wireless,152.777388,-27.058641
18/12/2017,4DYB-51-03-MOUM-01-06,In Service,Fixed Wireless,152.788971,-27.068815
28/07/2017,4DYB-51-04-OCEA-01-01,In Service,Fixed Wireless,152.80954,-27.130018
28/07/2017,4DYB-51-04-OCEA-01-02,In Service,Fixed Wireless,152.897012,-27.058555
28/07/2017,4DYB-51-04-OCEA-01-03,In Service,Fixed Wireless,152.827693,-27.137268
28/07/2017,4DYB-51-04-OCEA-01-04,In Service,Fixed Wireless,152.827417,-27.150122
28/07/2017,4DYB-51-04-OCEA-01-05,In Service,Fixed Wireless,152.821392,-27.126865
28/07/2017,4DYB-51-04-OCEA-01-06,In Service,Fixed Wireless,152.829442,-27.147193
29/03/2018,4DYB-51-05-OCEN-01-01,In Service,Fixed Wireless,152.78129,-27.124558
29/03/2018,4DYB-51-05-OCEN-01-02,In Service,Fixed Wireless,152.795188,-27.114424
29/03/2018,4DYB-51-05-OCEN-01-03,In Service,Fixed Wireless,152.807026,-27.12211
29/03/2018,4DYB-51-05-OCEN-01-04,In Service,Fixed Wireless,152.777928,-27.173777
29/03/2018,4DYB-51-05-OCEN-01-05,In Service,Fixed Wireless,152.797444,-27.120964
29/03/2018,4DYB-51-05-OCEN-01-06,In Service,Fixed Wireless,152.793384,-27.134728
28/02/2021,4DYB-51-06-SAMS-01-01,Proposed,Fixed Wireless,152.83939,-27.244714
28/02/2021,4DYB-51-06-SAMS-01-02,Proposed,Fixed Wireless,152.830527,-27.263662
28/02/2021,4DYB-51-06-SAMS-01-03,Proposed,Fixed Wireless,152.861589,-27.27137
28/02/2021,4DYB-51-06-SAMS-01-04,Proposed,Fixed Wireless,152.854481,-27.290319
28/02/2021,4DYB-51-06-SAMS-01-05,Proposed,Fixed Wireless,152.85424,-27.284678
19/12/2013,4EME-51-03-GMSF-00-01,In Service,Fixed Wireless,147.750223,-23.449342
19/12/2013,4EME-51-03-GMSF-00-02,In Service,Fixed Wireless,147.709291,-23.480791
19/12/2013,4EME-51-03-GMSF-10-03,In Service,Fixed Wireless,147.745407,-23.47506
19/12/2013,4EME-51-03-GMSF-10-04,In Service,Fixed Wireless,147.697709,-23.476567
